title,authors,year,doi,source,url,population,intervention,comparison,outcomes,study_type,confidence_score,abstract
Pathophysiology Underlying Demographic and Obesity Determinants of Sleep Apnea Severity,Scott A. Sands; Raichel M. Alex; D Mann; Daniel Vena; Philip I. Terrill; L. Gell; Andrey Zinchuk; Tamar Sofer; Sanjay R. Patel; Luigi Taranto‐Montemurro; Ali Azarbarzin; Michael Rueschman; David P. White; Andrew Wellman; Susan Redline,2022,10.1513/annalsats.202203-271oc,openalex,https://doi.org/10.1513/annalsats.202203-271oc,"diverse community-based cohort (N = 1,971; age range, 54–93 yr)",N/A,N/A,apnea–hypopnea index (AHI); greater AHI associated with obesity (+19 events/h per 11 kg/m2); male sex (+13 events/h vs. female); older age (+7 events/h per 20 yr); Chinese ancestry (+5 events/h vs. White),Cohort study,0.9,"Abstract Rationale Sleep apnea is the manifestation of key endotypic traits, including greater pharyngeal collapsibility, reduced dilator muscle compensation, and elevated chemoreflex loop gain. Objectives We investigated how endotypic traits vary with obesity, age, sex, and race/ethnicity to influence sleep apnea disease severity (apnea–hypopnea index [AHI]). Methods Endotypic traits were estimated from polysomnography in a diverse community-based cohort study (Multi-Ethnic Study of Atherosclerosis, N = 1,971; age range, 54–93 yr). Regression models assessed associations between each exposure (continuous variables per 2 standard deviations [SDs]) and endotypic traits (per SD) or AHI (events/h), independent of other exposures. Generalizability was assessed in two independent cohorts. Results Greater AHI was associated with obesity (+19 events/h per 11 kg/m2 [2 SD]), male sex (+13 events/h vs. female), older age (+7 events/h per 20 yr), and Chinese ancestry (+5 events/h vs. White, obesity adjusted). Obesity-related increase in AHI was best explained by elevated collapsibility (+0.40 SD) and greater loop gain (+0.38 SD; percentage mediated, 26% [95% confidence interval (CI), 20–32%]). Male-related increase in AHI was explained by elevated collapsibility (+0.86 SD) and reduced compensation (−0.40 SD; percentage mediated, 57% [95% CI, 50–66%]). Age-related AHI increase was explained by elevated collapsibility (+0.37 SD) and greater loop gain (+0.15 SD; percentage mediated, 48% [95% CI, 34–63%]). Increased AHI with Chinese ancestry was explained by collapsibility (+0.57 SD; percentage mediated, 87% [95% CI, 57–100]). Black race was associated with reduced collapsibility (−0.30 SD) and elevated loop gain (+0.29 SD). Similar patterns were observed in the other cohorts. Conclusions Different subgroups exhibit different underlying pathophysiological pathways to sleep apnea, highlighting the variability in mechanisms that could be targeted for intervention."
Central sleep apnea is uncommon after stroke,Sonja G. Schütz; Lynda D. Lisabeth; Chia‐Wei Hsu; Sehee Kim; Ronald D. Chervin; Devin L. Brown,2020,10.1016/j.sleep.2020.08.025,openalex,https://doi.org/10.1016/j.sleep.2020.08.025,patients who have experienced a stroke,assessment of central sleep apnea,N/A,central sleep apnea prevalence after stroke; N/A,N/A,0.7,
Effects of respiratory muscle therapy on obstructive sleep apnea: a systematic review and meta-analysis,Brien Hsu; Chitra Priya Emperumal; Vincent X. Grbach; Mariela Padilla; Reyes Enciso,2020,10.5664/jcsm.8318,openalex,https://doi.org/10.5664/jcsm.8318,Patients with obstructive sleep apnea,Respiratory muscle therapy,N/A,N/A,Meta-analysis,0.9,
A Survey on Recent Advances in Machine Learning Based Sleep Apnea Detection Systems,Anita Ramachandran; Anupama Karuppiah,2021,10.3390/healthcare9070914,openalex,https://doi.org/10.3390/healthcare9070914,large population affected by sleep apnea,advances in embedded systems and machine learning for sleep apnea detection,N/A,easier diagnosis; more affordable solutions; accessible diagnosis; challenges in design of detection systems,literature survey,0.9,"Sleep apnea is a sleep disorder that affects a large population. This disorder can cause or augment the exposure to cardiovascular dysfunction, stroke, diabetes, and poor productivity. The polysomnography (PSG) test, which is the gold standard for sleep apnea detection, is expensive, inconvenient, and unavailable to the population at large. This calls for more friendly and accessible solutions for diagnosing sleep apnea. In this paper, we examine how sleep apnea is detected clinically, and how a combination of advances in embedded systems and machine learning can help make its diagnosis easier, more affordable, and accessible. We present the relevance of machine learning in sleep apnea detection, and a study of the recent advances in the aforementioned area. The review covers research based on machine learning, deep learning, and sensor fusion, and focuses on the following facets of sleep apnea detection: (i) type of sensors used for data collection, (ii) feature engineering approaches applied on the data (iii) classifiers used for sleep apnea detection/classification. We also analyze the challenges in the design of sleep apnea detection systems, based on the literature survey."
"Obstructive Sleep Apnea and Its Treatment in Aging: Effects on Alzheimer’s disease Biomarkers, Cognition, Brain Structure and Neurophysiology",Anna Mullins; Korey Kam; Ankit Parekh; Omonigho M. Bubu; Ricardo S. Osorio; Andrew W. Varga,2020,10.1016/j.nbd.2020.105054,openalex,https://doi.org/10.1016/j.nbd.2020.105054,Patients with obstructive sleep apnea (OSA) and Alzheimer's disease (AD),Continuous positive airway pressure (CPAP) therapy,N/A,"Increase in AD markers amyloid-β and tau; Normalization of AD biomarkers in CSF after CPAP therapy; Improvements in cognitive domains of attention, vigilance, memory, and executive functioning after CPAP use; Changes in EEG microstructure during sleep associated with AD biomarkers; Partial reversal of EEG changes with CPAP therapy",Literature review,0.9,"Here we review the impact of obstructive sleep apnea (OSA) on biomarkers of Alzheimer's disease (AD) pathogenesis, neuroanatomy, cognition and neurophysiology, and present the research investigating the effects of continuous positive airway pressure (CPAP) therapy. OSA is associated with an increase in AD markers amyloid-β and tau measured in cerebrospinal fluid (CSF), by Positron Emission Tomography (PET) and in blood serum. There is some evidence suggesting CPAP therapy normalizes AD biomarkers in CSF but since mechanisms for amyloid-β and tau production/clearance in humans are not completely understood, these findings remain preliminary. Deficits in the cognitive domains of attention, vigilance, memory and executive functioning are observed in OSA patients with the magnitude of impairment appearing stronger in younger people from clinical settings than in older community samples. Cognition improves with varying degrees after CPAP use, with the greatest effect seen for attention in middle age adults with more severe OSA and sleepiness. Paradigms in which encoding and retrieval of information are separated by periods of sleep with or without OSA have been done only rarely, but perhaps offer a better chance to understand cognitive effects of OSA than isolated daytime testing. In cognitively normal individuals, changes in EEG microstructure during sleep, particularly slow oscillations and spindles, are associated with biomarkers of AD, and measures of cognition and memory. Similar changes in EEG activity are reported in AD and OSA, such as ""EEG slowing"" during wake and REM sleep, and a degradation of NREM EEG microstructure. There is evidence that CPAP therapy partially reverses these changes but large longitudinal studies demonstrating this are lacking. A diagnostic definition of OSA relying solely on the Apnea Hypopnea Index (AHI) does not assist in understanding the high degree of inter-individual variation in daytime impairments related to OSA or response to CPAP therapy. We conclude by discussing conceptual challenges to a clinical trial of OSA treatment for AD prevention, including inclusion criteria for age, OSA severity, and associated symptoms, the need for a potentially long trial, defining relevant primary outcomes, and which treatments to target to optimize treatment adherence."
Obstructive sleep apnea syndrome in non-obese patients,Caterina Antonaglia; Giovanna Passuti,2021,10.1007/s11325-021-02412-1,openalex,https://doi.org/10.1007/s11325-021-02412-1,adult non-obese subjects with obstructive sleep apnea syndrome (OSAS),specific therapeutic approach for non-obese OSA patients,N/A,specific polysomnographic features; role of low arousal threshold; difficulty in treating OSA in non-obese patients,literature review,0.9,"Abstract Obstructive sleep apnea syndrome (OSAS) is characterized by symptoms and signs of more than 5 apneas per hour (AHI) at polysomnography or 15 or more apneas per hour without symptoms. In this review, the focus will be a subgroup of patients: adult non-obese subjects with OSA and their specific features. In non-obese OSA patients (patients with BMI &lt; 30 kg/m 2 ), there are specific polysomnographic features which reflect specific pathophysiological traits. Previous authors identified an anatomical factor (cranial anatomical factors, retrognatia, etc.) in OSA non-obese. We have hypothesized that in this subgroup of patients, there could be a non-anatomical pathological prevalent trait. Little evidence exists regarding the role of low arousal threshold. This factor could explain the difficulty in treating OSA in non-obese patients and emphasizes the importance of a specific therapeutic approach for each patient."
Evaluation of Inflammation and Oxidative Stress Markers in Patients with Obstructive Sleep Apnea (OSA),Maria Carmina Pau; Angelo Zinellu; Arduino A. Mangoni; Panagiotis Paliogiannis; Maria Roberta Lacana; Sara S. Fois; Sabrina Mellino; Alessandro Giuseppe Fois; Ciriaco Carru; Elisabetta Zinellu; Pietro Pirina,2023,10.3390/jcm12123935,openalex,https://doi.org/10.3390/jcm12123935,Patients with Obstructive Sleep Apnea (OSA),Assessment of haematological parameters as markers of oxidative stress and inflammation,N/A,"Body mass index (BMI) positively associated with apnea hypopnea index (AHI) and oxygen desaturation index (ODI); Body mass index (BMI) negatively associated with mean oxygen saturation (SpO2); Albumin, neutrophil, and monocyte counts, and systemic inflammatory response index (SIRI) associated with lower SpO2",Observational study,0.9,"Background: The identification of circulating markers of oxidative stress and systemic inflammation might enhance risk stratification in obstructive sleep apnea (OSA). We investigated the association between specific haematological parameters, as easily measurable markers of oxidative stress and inflammation, and the degree of hypoxia during polysomnography using the apnea hypopnea index (AHI), oxygen desaturation index (ODI), and oxygen saturation (SpO2), in OSA patients. Methods: Associations between polysomnographic parameters and demographic, clinical, and laboratory characteristics were assessed in a consecutive series of patients with OSA attending the Respiratory Disease Unit of the University Hospital of Sassari, north Sardinia (Italy), between 2015 and 2019. Results: In 259 OSA patients (195 males and 64 females), the body mass index (BMI) was significantly and positively associated with the AHI and ODI, and negatively associated with the mean SpO2. No haematological parameter was independently associated with the AHI or ODI. By contrast, albumin, neutrophil, and monocyte counts, and the systemic inflammatory response index (SIRI) were independently associated with a lower SpO2. Conclusions: Our results suggest that albumin and specific haematological parameters are promising markers of reduced oxygen saturation in OSA."
Quantitative detection of sleep apnea with wearable watch device,Junichiro Hayano; Hiroaki Yamamoto; Izumi Nonaka; Makoto Komazawa; Kenichi Itao; Norihiro Ueda; Haruhito Tanaka; Emi Yuda,2020,10.1371/journal.pone.0237279,openalex,https://doi.org/10.1371/journal.pone.0237279,41 patients undergoing diagnostic polysomnography (PSG) for sleep apnea,PPG pulse wave data recorded by a wearable watch device,N/A,median apnea-hypopnea index (AHI) was 17.2 (4.4-28.4); 22 (54%) subjects had AHI ≥15; Fcv greater in subjects with AHI ≥15 (19.6 ± 12.3 /h) than in those with AHI <15 (6.4 ± 4.6 /h); sensitivity 82%; specificity 89%; accuracy 85%,Cohort study,0.9,"The spread of wearable watch devices with photoplethysmography (PPG) sensors has made it possible to use continuous pulse wave data during daily life. We examined if PPG pulse wave data can be used to detect sleep apnea, a common but underdiagnosed health problem associated with impaired quality of life and increased cardiovascular risk. In 41 patients undergoing diagnostic polysomnography (PSG) for sleep apnea, PPG was recorded simultaneously with a wearable watch device. The pulse interval data were analyzed by an automated algorithm called auto-correlated wave detection with adaptive threshold (ACAT) which was developed for electrocardiogram (ECG) to detect the cyclic variation of heart rate (CVHR), a characteristic heart rate pattern accompanying sleep apnea episodes. The median (IQR) apnea-hypopnea index (AHI) was 17.2 (4.4-28.4) and 22 (54%) subjects had AHI ≥15. The hourly frequency of CVHR (Fcv) detected by the ACAT algorithm closely correlated with AHI (r = 0.81), while none of the time-domain, frequency-domain, or non-linear indices of pulse interval variability showed significant correlation. The Fcv was greater in subjects with AHI ≥15 (19.6 ± 12.3 /h) than in those with AHI <15 (6.4 ± 4.6 /h), and was able to discriminate them with 82% sensitivity, 89% specificity, and 85% accuracy. The classification performance was comparable to that obtained when the ACAT algorithm was applied to ECG R-R intervals during the PSG. The analysis of wearable watch PPG by the ACAT algorithm could be used for the quantitative screening of sleep apnea."
Belun Ring Platform: a novel home sleep apnea testing system for assessment of obstructive sleep apnea,Wenbo Gu; Lydia Leung; Ka Cheung Kwok; I‐Chen Wu; Rodney J. Folz; Ambrose Chiang,2020,10.5664/jcsm.8592,openalex,https://doi.org/10.5664/jcsm.8592,patients suspected of having obstructive sleep apnea,Belun Ring Platform for home sleep apnea testing,N/A,assessment of obstructive sleep apnea,N/A,0.8,
"Mild obstructive sleep apnea increases hypertension risk, challenging traditional severity classification",Izolde Bouloukaki; Ludger Grote; Walter T. McNicholas; Jan Hedner; Johan Verbraecken; Gianfranco Parati; Carolina Lombardi; Özen K. Başoğlu; Athanasia Pataka; Oreste Marrone; Paschalis Steiropoulos; Maria R. Bonsignore; Sophia Schiza; on behalf of the European Sleep Apnoea Database Network,2020,10.5664/jcsm.8354,openalex,https://doi.org/10.5664/jcsm.8354,patients with mild obstructive sleep apnea,assessment of hypertension risk,N/A,increased hypertension risk,observational study,0.8,
Metabolic alterations and systemic inflammation in overweight/obese children with obstructive sleep apnea,Surya Prakash Bhatt; Randeep Guleria; Sushil Kumar Kabra,2021,10.1371/journal.pone.0252353,openalex,https://doi.org/10.1371/journal.pone.0252353,Overweight/obese children,Assessment of inflammatory markers and polysomnography for obstructive sleep apnea (OSA),Children without OSA,"Higher body mass index; Increased waist circumference; Higher % body fat; Elevated fasting blood glucose; Increased alanine transaminase; Higher alkaline phosphate; Elevated fasting insulin; Increased HOMA-IR; Higher levels of inflammatory markers (IL-6, IL-8, IL-17, IL-18, MIF, Hs-CRP, TNF-α, PAI-1, leptin)",Cross-sectional study,0.9,"AIM AND OBJECTIVE: Systemic inflammation has been documented in obstructive sleep apnea (OSA). However studies on childhood OSA and systemic inflammation are limited. This study aimed to determine the relation between OSA in overweight/obese children and various inflammatory markers. MATERIAL AND METHODS: In this cross sectional study, we enrolled 247 overweight/ obese children from pediatric outpatient services. We evaluated demographic and clinical details, anthropometric parameters, body composition and estimation of inflammatory cytokines such as interleukin (IL) 6, IL-8, IL-10, IL-17, IL-18, IL-23, macrophage migration inhibitory factor (MIF), high sensitive C-reactive protein (Hs-CRP), tumor necrosis factor-alpha (TNF-α), plasminogen activator inhibitor-1 (PAI-1) and leptin levels. Overnight polysomnography was performed. FINDINGS: A total of 247 children (190 with OSA and 57 without OSA) were enrolled. OSA was documented on polysomnography in 40% of patients. We observed significantly high values body mass index, waist circumference (WC), % body fat, fasting blood glucose (FBG), alanine transaminase (ALT), alkaline phosphate, fasting insulin and HOMA-IR in children with OSA. Inflammatory markers IL-6, IL-8, IL-17, IL-18, MIF, Hs CRP, TNF- α, PAI-1, and leptin levels were significantly higher in OSA patients (p<0.05). There was strong positive correlation of IL-6, IL-8, IL-17, IL-23, MIF, Hs CRP, TNF-A, PAI-1 and leptin with BMI, % body fat, AHI, fasting Insulin, triglyceride, FBG, WC, HOMA-IR, AST and ALT. CONCLUSION: Children with OSA have increased obesity, insulin resistance and systemic inflammation. Further studies are require to confirm our findings and evaluate their utility in diagnosis of OSAs, assessing severity and possible interventions."
Bariatric surgery and obstructive sleep apnea: a systematic review and meta-analysis,Khaled Al Oweidat; Ahmad A. Toubasi; Raya B. Abu Tawileh; Hind B. Abu Tawileh; Manar M. Hasuneh,2023,10.1007/s11325-023-02840-1,openalex,https://doi.org/10.1007/s11325-023-02840-1,Patients with obstructive sleep apnea undergoing bariatric surgery,Bariatric surgery,N/A,Improvement in obstructive sleep apnea symptoms; Reduction in apnea-hypopnea index (AHI); Weight loss outcomes,Meta-analysis,0.9,
Association of Pediatric Obstructive Sleep Apnea With Elevated Blood Pressure and Orthostatic Hypertension in Adolescence,Julio Fernández‐Mendoza; Fan He; Susan L. Calhoun; Alexandros N. Vgontzas; Duanping Liao; Edward O. Bixler,2021,10.1001/jamacardio.2021.2003,openalex,https://doi.org/10.1001/jamacardio.2021.2003,"children aged 5 to 12 years from the general population, followed up as adolescents (ages 12-23 years)",pediatric obstructive sleep apnea (OSA),N/A,apnea-hypopnea index (AHI) score; elevated blood pressure (eBP); orthostatic hyperreactivity; visceral adipose tissue,Cohort study,0.9,"Importance: Although pediatric guidelines have delineated updated thresholds for elevated blood pressure (eBP) in youth and adult guidelines have recognized obstructive sleep apnea (OSA) as an established risk factor for eBP, the relative association of pediatric OSA with adolescent eBP remains unexplored. Objective: To assess the association of pediatric OSA with eBP and its orthostatic reactivity in adolescence. Design, Setting, and Participants: At baseline of this population-based cohort study (Penn State Child Cohort) in 2000-2005, a random sample of 700 children aged 5 to 12 years from the general population was studied. A total of 421 participants (60.1%) were followed up in 2010-2013 after 7.4 years as adolescents (ages, 12-23 years). Data analyses were conducted from July 6 to October 29, 2020. Main Outcomes and Measures: Outcomes were the apnea-hypopnea index (AHI) score, ascertained via polysomnography conducted in a laboratory; eBP measured in the seated position identified using guideline-recommended pediatric criteria; orthostatic hyperreactivity identified with BP assessed in the supine and standing positions; and visceral adipose tissue assessed via dual-energy x-ray absorptiometry. Results: Among the 421 participants (mean [SD] age at follow-up, 16.5 [2.3] years), 227 (53.9%) were male and 92 (21.9%) were racial/ethnic minorities. A persistent AHI of 2 or more since childhood was longitudinally associated with adolescent eBP (odds ratio [OR], 2.9; 95% CI 1.1-7.5), while a remitted AHI of 2 or more was not (OR, 0.9; 95% CI 0.3-2.6). Adolescent OSA was associated with eBP in a dose-response manner; however, the association of an AHI of 2 to less than 5 among adolescents was nonsignificant (OR, 1.5; 95% CI, 0.9-2.6) and that of an AHI of 5 or more was approximately 2-fold (OR, 2.3; 95% CI, 1.1-4.9) after adjusting for visceral adipose tissue. An AHI of 5 or more (OR, 3.1; 95% CI, 1.2-8.5), but not between 2 and less than 5 (OR, 1.3; 95% CI, 0.6-3.0), was associated with orthostatic hyperreactivity among adolescents even after adjusting for visceral adipose tissue. Childhood OSA was not associated with adolescent eBP in female participants, while the risk of OSA and eBP was greater in male participants. Conclusions and Relevance: The results of this cohort study suggest that childhood OSA is associated with adolescent hypertension only if it persists during this developmental period. Visceral adiposity explains a large extent of, but not all, the risk of hypertension associated with adolescent OSA, which is greater in male individuals."
Validation of the STOP-Bang questionnaire for screening of obstructive sleep apnea in the general population and commercial drivers: a systematic review and meta-analysis,Lina Chen; Bianca Pivetta; Mahesh Nagappa; Aparna Saripella; Sazzadul Islam; Marina Englesakis; Frances Chung,2021,10.1007/s11325-021-02299-y,openalex,https://doi.org/10.1007/s11325-021-02299-y,general population and commercial drivers,STOP-Bang questionnaire,N/A,prevalence of all OSA (AHI ≥ 5) was 57.6%; prevalence of moderate-to-severe OSA (AHI ≥ 15) was 21.3%; prevalence of severe OSA (AHI ≥ 30) was 7.8% in the general population; prevalence of moderate-to-severe OSA was 37.3% in commercial drivers; high sensitivity and negative predictive value of a STOP-Bang score ≥ 3,systematic review and meta-analysis,1,"PURPOSE: Obstructive sleep apnea (OSA) is a critical occupational health concern, but is often undiagnosed in the general population and commercial drivers. The STOP-Bang questionnaire is a simple, reliable tool to screen for OSA, which could improve public health in a cost-effective manner. The objective of this systematic review and meta-analysis is to assess the validity of the STOP-Bang questionnaire to detect OSA in these key populations. METHODS: We searched MEDLINE, Embase, Cochrane Central Register of Controlled Trials, Cochrane Database of Systematic Reviews, PsycINFO, Journals @ Ovid, Web of Science, Scopus, and CINAHL for relevant articles from 2008 to March 2020. The quality of studies was appraised using Cochrane Methods criteria. To calculate pooled predictive parameters, we created 2 × 2 contingency tables and performed random-effects meta-analyses. RESULTS: Of 3871 citations, five studies that evaluated STOP-Bang in the general population (n = 8585) and two in commercial drivers (n = 185) were included. In the general population, prevalence of all OSA (AHI ≥ 5), moderate-to-severe OSA (AHI ≥ 15), and severe OSA (AHI ≥ 30) was 57.6%, 21.3%, and 7.8% respectively. In commercial drivers, the prevalence of moderate-to-severe OSA was 37.3%. The trends of high sensitivity and negative predictive value of a STOP-Bang score ≥ 3 illustrates that the questionnaire helps detect and rule out clinically significant OSA in the general population and commercial drivers. CONCLUSION: This meta-analysis demonstrates that the STOP-Bang questionnaire is a valid and effective screening tool for OSA in the general population and commercial drivers. TRIAL REGISTRATION: PROSPERO No. CRD42020200379; 08/22/2020."
Efficacy of continuous positive airway pressure (CPAP) in the prevention of cardiovascular events in patients with obstructive sleep apnea: Systematic review and meta-analysis,Gonzalo Labarca; Jorge Dreyse; Lauren Drake; Jorge Jorquera; Ferrán Barbé,2020,10.1016/j.smrv.2020.101312,openalex,https://doi.org/10.1016/j.smrv.2020.101312,patients with obstructive sleep apnea,continuous positive airway pressure (CPAP),N/A,prevention of cardiovascular events,Meta-analysis,0.9,
The correlation between oxygen saturation indices and the standard obstructive sleep apnea severity,Siraj Wali; Bahaa Abaalkhail; Ibrahim AlQassas; Faris Alhejaili; DavidW Spence; Seithikurippu R. Pandi‐Perumal,2020,10.4103/atm.atm_215_19,openalex,https://doi.org/10.4103/atm.atm_215_19,"middle-aged Saudi population (n = 2682), 178 individuals with total sleep times of at least 240 min with REM sleep",correlation of Apnea–Hypopnea Index (AHI) with oxygen saturation (SpO2) and polysomnographic parameters,N/A,"correlations between standard OSA severity based on AHI and different SpO2 and polysomnographic parameters; desaturation index (DI); sum of all desaturations; desaturation below 90%; average duration of respiratory events; indices of total arousals and respiratory arousals; REM sleep duration and SpO2 nadir inversely correlated with OSA severity; DI, SpO2 nadir, and respiratory arousal index as predictors of OSA severity",Cohort study,0.9,"<br><b>OBJECTIVE:</b> Currently accepted guidelines categorize obstructive sleep apnea (OSA) severity according to the Apnea–Hypopnea Index (AHI). However, it is unclear how to best define OSA severity. The present study sought to evaluate the concurrent validity of the widely accepted AHI by correlating it with various oxygen saturation (SpO<sub>2</sub>) and polysomnographic parameters.<br><b>METHODS:</b> The study utilized the data of a previous survey concerning the prevalence of OSA among a middle-aged Saudi population (<i>n</i> = 2682). Among the 346 individuals who underwent polysomnography, 178 had total sleep times of at least 240 min with rapid eye movement (REM) sleep and were included in the study. The standard classification of OSA severity was compared with different SpO<sub>2</sub>and polysomnographic parameters.<br><b>RESULTS:</b> The study found that there were correlations between the standard OSA severity based on AHI severity classification and different SpO<sub>2</sub>and polysomnographic parameters, including the desaturation index (DI), the sum of all desaturations, desaturation below 90%, the average duration of respiratory events, and indices of total arousals and respiratory arousals. All of these parameters correlated directly with OSA severity classification (<i>P</i> < 0.001 for each). However, REM sleep duration and SpO<sub>2</sub>nadir were inversely correlated with OSA severity (<i>P</i> < 0.003 and < 0.001, respectively). In addition, only the DI, SpO<sub>2</sub>nadir, and respiratory arousal index were predictors of OSA severity, as determined through a multiple logistic regression analysis.<br><b>CONCLUSION:</b> Our findings support the clinical reliability of the currently used standard classification of OSA severity based on the AHI.<br>"
Relationship between HIF-1 and Circadian Clock Proteins in Obstructive Sleep Apnea Patients—Preliminary Study,Agata Gabryelska; Marcin Sochal; Szymon Turkiewicz; Piotr Białasiewicz,2020,10.3390/jcm9051599,openalex,https://doi.org/10.3390/jcm9051599,20 individuals (10 severe OSA patients and 10 healthy controls),"Assessment of relationship between HIF subunits, circadian clock proteins, and polysomnography variables",Healthy control (AHI < 5),Evening HIF-1α protein level was significant covariant (p = 0.025); Corrected models significant for morning PER1 (p = 0.008); Corrected models significant for evening PER1 (p = 0.006); Evening BMAL protein level significant (p = 0.046),Multivariate general linear model,0.9,"Obstructive sleep apnea (OSA) is characterized by intermittent hypoxia and associated with the disruption of circadian rhythm. The study aimed to assess the relationship between hypoxia-inducible factor (HIF) subunits, circadian clock proteins, and polysomnography (PSG) variables, in healthy individuals and severe OSA patients. The study included 20 individuals, who underwent PSG and were divided into severe OSA group (n = 10; AHI ≥ 30) and healthy control (n = 10; AHI &lt; 5) based on apnea-hypopnea index (AHI). All participants had their peripheral blood collected in the evening before and the morning after the PSG. HIF-1α, HIF-1β, BMAL1, CLOCK, CRY1, and PER1 protein concertation measurements were performed using ELISA. In a multivariate general linear model with the concentration of all circadian clock proteins as dependent variables, evening HIF-1α protein level was the only significant covariant (p = 0.025). Corrected models were significant for morning and evening PER1 (p = 0.008 and p = 0.006, respectively), evening (p = 0.043), and evening BMAL protein level (p = 0.046). In corrected models, evening HIF-1α protein level had an influence only on the evening PER1 protein level. Results suggest that OSA patients are at risk for developing circadian clock disruption. This process might be mediated by subunit α of HIF-1, as its increased protein level is associated with overexpression of circadian clock proteins."
Association between obstructive sleep apnea and cardiovascular diseases,Yiran E Li; Jun Ren,2022,10.3724/abbs.2022084,openalex,https://doi.org/10.3724/abbs.2022084,Patients with obstructive sleep apnea (OSA) and cardiovascular diseases (CVDs),Continuous positive airway pressure (CPAP) therapy,N/A,Reduction in cardiovascular morbidity; Improved understanding of OSA etiology; Early diagnosis of OSA,N/A,0.8,"Obstructive sleep apnea (OSA) is a common respiratory disorder characterized by partial obstruction of upper respiratory tract and repetitive cessation of breathing during sleep. The etiology behind OSA is associated with the occurrence of intermittent hypoxemia, recurrent arousals and intrathoracic pressure swings. These contributing factors may turn on various signaling mechanisms including elevated sympathetic tone, oxidative stress, inflammation, endothelial dysfunction, cardiovascular variability, abnormal coagulation and metabolic defect ( <italic>e.g</italic>., insulin resistance, leptin resistance and altered hepatic metabolism). Given its close tie with major cardiovascular risk factors, OSA is commonly linked to the pathogenesis of a wide array of cardiovascular diseases (CVDs) including hypertension, heart failure, arrhythmias, coronary artery disease, stroke, cerebrovascular disease and pulmonary hypertension (PH). The current standard treatment for OSA using adequate nasal continuous positive airway pressure (CPAP) confers a significant reduction in cardiovascular morbidity. Nonetheless, despite the availability of effective therapy, patients with CVDs are still deemed highly vulnerable to OSA and related adverse clinical outcomes. A better understanding of the etiology of OSA along with early diagnosis should be essential for this undertreated disorder in the clinical setting."
Diagnostic accuracy of screening questionnaires for obstructive sleep apnea in children: A systematic review and meta-analysis,Serena Incerti Parenti; Andrea Fiordelli; Maria Lavinia Bartolucci; Stefano Martina; Vincenzo D’Antò; Giulio Alessandri Bonetti,2021,10.1016/j.smrv.2021.101464,openalex,https://doi.org/10.1016/j.smrv.2021.101464,children,screening questionnaires for obstructive sleep apnea,N/A,diagnostic accuracy,meta-analysis,0.9,
A Convolutional Neural Network Architecture to Enhance Oximetry Ability to Diagnose Pediatric Obstructive Sleep Apnea,Fernando Vaquerizo-Villar; Daniel Álvarez; David Gozal; Gonzalo C. Gutiérrez‐Tobal; Verónica Barroso-García; Eduardo Santamaría-Vázquez; Félix del Campo; David Gozal; Roberto Hornero,2021,10.1109/jbhi.2020.3048901,openalex,https://doi.org/10.1109/jbhi.2020.3048901,children with obstructive sleep apnea (OSA),convolutional neural network (CNN) architecture for estimating apneic events from blood oxygen saturation (SpO2) signals,3% oxygen desaturation index (ODI3) and AHI estimated by a conventional feature-engineering approach (AHIMLP),"higher four-class Cohen's kappa in three test databases than ODI3 (0.515 vs 0.417, 0.422 vs 0.372, and 0.423 vs 0.369); higher four-class Cohen's kappa in three test databases than AHIMLP (0.515 vs 0.377, 0.422 vs 0.381, and 0.423 vs 0.306); outperformed state-of-the-art studies for AHI severity cutoffs of 5 e/h and 10 e/h",Controlled experiment,0.9,"This study aims at assessing the usefulness of deep learning to enhance the diagnostic ability of oximetry in the context of automated detection of pediatric obstructive sleep apnea (OSA). A total of 3196 blood oxygen saturation (SpO2) signals from children were used for this purpose. A convolutional neural network (CNN) architecture was trained using 20-min SpO2segments from the training set (859 subjects) to estimate the number of apneic events. CNN hyperparameters were tuned using Bayesian optimization in the validation set (1402 subjects). This model was applied to three test sets composed of 312, 392, and 231 subjects from three independent databases, in which the apnea-hypopnea index (AHI) estimated for each subject (AHICNN) was obtained by aggregating the output of the CNN for each 20-min SpO2segment. AHICNNoutperformed the 3% oxygen desaturation index (ODI3), a clinical approach, as well as the AHI estimated by a conventional feature-engineering approach based on multi-layer perceptron (AHIMLP). Specifically, AHICNNreached higher four-class Cohen's kappa in the three test databases than ODI3 (0.515 vs 0.417, 0.422 vs 0.372, and 0.423 vs 0.369) and AHIMLP(0.515 vs 0.377, 0.422 vs 0.381, and 0.423 vs 0.306). In addition, our proposal outperformed state-of-the-art studies, particularly for the AHI severity cutoffs of 5 e/h and 10 e/h. This suggests that the information automatically learned from the SpO2signal by deep-learning techniques helps to enhance the diagnostic ability of oximetry in the context of pediatric OSA."
