key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,v1_decision,v1_reason,doi,keywords,pubmed_id,pmc_id
rayyan-642911594,Efficacy of continuous positive airway pressure (CPAP) in the prevention of cardiovascular events in patients with obstructive sleep apnea: Systematic review and meta-analysis,2020,1,1,,,,,,Gonzalo Labarca and Jorge Dreyse and Lauren Drake and Jorge Jorquera and Ferrán Barbé,https://doi.org/10.1016/j.smrv.2020.101312,,,,,Excluded,EC4,10.1016/j.smrv.2020.101312,,,
rayyan-642911595,The correlation between oxygen saturation indices and the standard obstructive sleep apnea severity,2020,1,1,,,,,,Siraj Wali and Bahaa Abaalkhail and Ibrahim AlQassas and Faris Alhejaili and DavidW Spence and Seithikurippu R. Pandi-Perumal,https://doi.org/10.4103/atm.atm_215_19,,,,"<br><b>OBJECTIVE:</b> Currently accepted guidelines categorize obstructive sleep apnea (OSA) severity according to the Apnea?Hypopnea Index (AHI). However, it is unclear how to best define OSA severity. The present study sought to evaluate the concurrent validity of the widely accepted AHI by correlating it with various oxygen saturation (SpO<sub>2</sub>) and polysomnographic parameters.<br><b>METHODS:</b> The study utilized the data of a previous survey concerning the prevalence of OSA among a middle-aged Saudi population (<i>n</i> = 2682). Among the 346 individuals who underwent polysomnography, 178 had total sleep times of at least 240 min with rapid eye movement (REM) sleep and were included in the study. The standard classification of OSA severity was compared with different SpO<sub>2</sub>and polysomnographic parameters.<br><b>RESULTS:</b> The study found that there were correlations between the standard OSA severity based on AHI severity classification and different SpO<sub>2</sub>and polysomnographic parameters, including the desaturation index (DI), the sum of all desaturations, desaturation below 90%, the average duration of respiratory events, and indices of total arousals and respiratory arousals. All of these parameters correlated directly with OSA severity classification (<i>P</i> < 0.001 for each). However, REM sleep duration and SpO<sub>2</sub>nadir were inversely correlated with OSA severity (<i>P</i> < 0.003 and < 0.001, respectively). In addition, only the DI, SpO<sub>2</sub>nadir, and respiratory arousal index were predictors of OSA severity, as determined through a multiple logistic regression analysis.<br><b>CONCLUSION:</b> Our findings support the clinical reliability of the currently used standard classification of OSA severity based on the AHI.<br>",Excluded,EC4,10.4103/atm.atm_215_19,,,
rayyan-642911596,Relationship between HIF-1 and Circadian Clock Proteins in Obstructive Sleep Apnea Patients?Preliminary Study,2020,1,1,,,,,,Agata Gabryelska and Marcin Sochal and Szymon Turkiewicz and Piotr Bialasiewicz,https://doi.org/10.3390/jcm9051599,,,,"Obstructive sleep apnea (OSA) is characterized by intermittent hypoxia and associated with the disruption of circadian rhythm. The study aimed to assess the relationship between hypoxia-inducible factor (HIF) subunits, circadian clock proteins, and polysomnography (PSG) variables, in healthy individuals and severe OSA patients. The study included 20 individuals, who underwent PSG and were divided into severe OSA group (n = 10; AHI = 30) and healthy control (n = 10; AHI &lt; 5) based on apnea-hypopnea index (AHI). All participants had their peripheral blood collected in the evening before and the morning after the PSG. HIF-1a, HIF-1ß, BMAL1, CLOCK, CRY1, and PER1 protein concertation measurements were performed using ELISA. In a multivariate general linear model with the concentration of all circadian clock proteins as dependent variables, evening HIF-1a protein level was the only significant covariant (p = 0.025). Corrected models were significant for morning and evening PER1 (p = 0.008 and p = 0.006, respectively), evening (p = 0.043), and evening BMAL protein level (p = 0.046). In corrected models, evening HIF-1a protein level had an influence only on the evening PER1 protein level. Results suggest that OSA patients are at risk for developing circadian clock disruption. This process might be mediated by subunit a of HIF-1, as its increased protein level is associated with overexpression of circadian clock proteins.",Excluded,EC4,10.3390/jcm9051599,,,
rayyan-642911597,Association between obstructive sleep apnea and cardiovascular diseases,2022,1,1,,,,,,Yiran E Li and Jun Ren,https://doi.org/10.3724/abbs.2022084,,,,"Obstructive sleep apnea (OSA) is a common respiratory disorder characterized by partial obstruction of upper respiratory tract and repetitive cessation of breathing during sleep. The etiology behind OSA is associated with the occurrence of intermittent hypoxemia, recurrent arousals and intrathoracic pressure swings. These contributing factors may turn on various signaling mechanisms including elevated sympathetic tone, oxidative stress, inflammation, endothelial dysfunction, cardiovascular variability, abnormal coagulation and metabolic defect ( <italic>e.g</italic>., insulin resistance, leptin resistance and altered hepatic metabolism). Given its close tie with major cardiovascular risk factors, OSA is commonly linked to the pathogenesis of a wide array of cardiovascular diseases (CVDs) including hypertension, heart failure, arrhythmias, coronary artery disease, stroke, cerebrovascular disease and pulmonary hypertension (PH). The current standard treatment for OSA using adequate nasal continuous positive airway pressure (CPAP) confers a significant reduction in cardiovascular morbidity. Nonetheless, despite the availability of effective therapy, patients with CVDs are still deemed highly vulnerable to OSA and related adverse clinical outcomes. A better understanding of the etiology of OSA along with early diagnosis should be essential for this undertreated disorder in the clinical setting.",Excluded,EC-O,10.3724/abbs.2022084,,,
rayyan-642911598,Diagnostic accuracy of screening questionnaires for obstructive sleep apnea in children: A systematic review and meta-analysis,2021,1,1,,,,,,Serena Incerti Parenti and Andrea Fiordelli and Maria Lavinia Bartolucci and Stefano Martina and Vincenzo D?Antò and Giulio Alessandri Bonetti,https://doi.org/10.1016/j.smrv.2021.101464,,,,,Excluded,EC-O,10.1016/j.smrv.2021.101464,,,
rayyan-642911599,A Convolutional Neural Network Architecture to Enhance Oximetry Ability to Diagnose Pediatric Obstructive Sleep Apnea,2021,1,1,,,,,,Fernando Vaquerizo-Villar and Daniel Álvarez and David Gozal and Gonzalo C. Gutiérrez-Tobal and Verónica Barroso-García and Eduardo Santamaría-Vázquez and Félix del Campo and David Gozal and Roberto Hornero,https://doi.org/10.1109/jbhi.2020.3048901,,,,"This study aims at assessing the usefulness of deep learning to enhance the diagnostic ability of oximetry in the context of automated detection of pediatric obstructive sleep apnea (OSA). A total of 3196 blood oxygen saturation (SpO2) signals from children were used for this purpose. A convolutional neural network (CNN) architecture was trained using 20-min SpO2segments from the training set (859 subjects) to estimate the number of apneic events. CNN hyperparameters were tuned using Bayesian optimization in the validation set (1402 subjects). This model was applied to three test sets composed of 312, 392, and 231 subjects from three independent databases, in which the apnea-hypopnea index (AHI) estimated for each subject (AHICNN) was obtained by aggregating the output of the CNN for each 20-min SpO2segment. AHICNNoutperformed the 3% oxygen desaturation index (ODI3), a clinical approach, as well as the AHI estimated by a conventional feature-engineering approach based on multi-layer perceptron (AHIMLP). Specifically, AHICNNreached higher four-class Cohen's kappa in the three test databases than ODI3 (0.515 vs 0.417, 0.422 vs 0.372, and 0.423 vs 0.369) and AHIMLP(0.515 vs 0.377, 0.422 vs 0.381, and 0.423 vs 0.306). In addition, our proposal outperformed state-of-the-art studies, particularly for the AHI severity cutoffs of 5 e/h and 10 e/h. This suggests that the information automatically learned from the SpO2signal by deep-learning techniques helps to enhance the diagnostic ability of oximetry in the context of pediatric OSA.",Excluded,EC4,10.1109/jbhi.2020.3048901,,,
rayyan-642911600,Screening for obstructive sleep apnea with novel hybrid acoustic smartphone app technology,2020,1,1,,,,,,Roxana Tiron and Graeme Lyon and Hannah Kilroy and Ahmed Osman and Nicola D. Kelly and Niall O?Mahony and César Vivian Lopes and Sam Coffey and Stephen McMahon and Michael N. Wren and Kieran Conway and Niall A. Fox and John Costello and R. Shouldice and Katharina Lederer and Ingo Fietze and Thomas Penzel,https://doi.org/10.21037/jtd-20-804,,,,"BACKGROUND: Obstructive sleep apnea (OSA) has a high prevalence, with an estimated 425 million adults with apnea hypopnea index (AHI) of =15 events/hour, and is significantly underdiagnosed. This presents a significant pain point for both the sufferers, and for healthcare systems, particularly in a post COVID-19 pandemic world. As such, it presents an opportunity for new technologies that can enable screening in both developing and developed countries. In this work, the performance of a non-contact OSA screener App that can run on both Apple and Android smartphones is presented. METHODS: The subtle breathing patterns of a person in bed can be measured via a smartphone using the ""Firefly"" app technology platform [and underpinning software development kit (SDK)], which utilizes advanced digital signal processing (DSP) technology and artificial intelligence (AI) algorithms to identify detailed sleep stages, respiration rate, snoring, and OSA patterns. The smartphone is simply placed adjacent to the subject, such as on a bedside table, night stand or shelf, during the sleep session. The system was trained on a set of 128 overnights recorded at a sleep laboratory, where volunteers underwent simultaneous full polysomnography (PSG), and ""Firefly"" smartphone app analysis. A separate independent test set of 120 recordings was collected across a range of Apple iOS and Android smartphones, and withheld for performance evaluation by a different team. An operating point tuned for mid-sensitivity (i.e., balancing sensitivity and specificity) was chosen for the screener. RESULTS: The performance on the test set is comparable to ambulatory OSA screeners, and other smartphone screening apps, with a sensitivity of 88.3% and specificity of 80.0% [with receiver operating characteristic (ROC) area under the curve (AUC) of 0.92], for a clinical threshold for the AHI of =15 events/hour of detected sleep time. CONCLUSIONS: The ""Firefly"" app based sensing technology offers the potential to significantly lower the barrier of entry to OSA screening, as no hardware (other than the user's personal smartphone) is required. Additionally, multi-night analysis is possible in the home environment, without requiring the wearing of a portable PSG or other home sleep test (HST).",Included,IC1,10.21037/jtd-20-804,,,
rayyan-642911601,Clinical presentation and comorbidities of obstructive sleep apnea-COPD overlap syndrome,2020,1,1,,,,,,Dan Adler and Sébastien Bailly and Mériem Benmerad and Marie Joyeux-Faure and Ingrid Jullian-Desayes and Paola M. Soccal and J.-P. Janssens and Marc Sapène and Y. Grillet and B. Stach and Renaud Tamisier and Jean-Louis Pépin,https://doi.org/10.1371/journal.pone.0235331,,,,"BACKGROUND: More advanced knowledge is needed on how COPD alters the clinical presentation of obstructive sleep apnea (OSA) and how the association of both diseases, known as 'overlap syndrome' (OVS), impacts on cardiovascular health. OBJECTIVE: To investigate differences between patients with OVS and those with moderate-to-severe OSA alone. METHODS: A cross-sectional study conducted in the French National Sleep Apnea Registry between January 1997 and January 2017. Univariable and multivariable logistic regression models were used to compare OVS versus OSA alone on symptoms and cardiovascular health. RESULTS: 46,786 patients had moderate-to-severe OSA. Valid spirometry was available for 16,466 patients: 14,368 (87%) had moderate-to-severe OSA alone and 2098 (13%) had OVS. A lower proportion of OVS patients complained of snoring, morning headaches and excessive daytime sleepiness compared to OSA alone (median Epworth Sleepiness Scale score: 9 [interquartile range (IQR) 6-13] versus 10 (IQR 6-13), respectively; P <0.02). Similarly, a lower proportion of OVS patients (35.6% versus 39.4%, respectively; P <0.01) experienced sleepiness while driving. In contrast, 63.5% of the OVS population experienced nocturia compared to 58.0% of the OSA population (P<0.01). Apnea hypopnea index (36 [25; 52] vs 33.1 [23.3; 50]), oxygen desaturation index (28 [15; 48] vs 25.2 [14; 45]) and mean nocturnal SaO2 (92 [90; 93.8] vs 93 [91.3; 94]) were significantly more altered in the OVS group. Associated COPD had no effect on the prevalence of hypertension and stroke. After controlling for main confounders, COPD severity was associated in a dose-response relationship with a higher prevalence of coronary heart disease, heart failure and peripheral arteriopathy. CONCLUSIONS: In adults with moderate-to-severe OSA, OVS was minimally symptomatic, but exhibited higher odds for prevalent coronary heart disease, heart failure and peripheral arteriopathy.",Excluded,EC4,10.1371/journal.pone.0235331,,,
rayyan-642911602,Associations of the Cardiometabolic Index with the Risk of Cardiovascular Disease in Patients with Hypertension and Obstructive Sleep Apnea: Results of a Longitudinal Cohort Study,2022,1,1,,,,,,Xintian Cai and Junli Hu and Wen Wen and Jingyu Wang and Meng-Ru Wang and Shasha Liu and Qing Zhu and Jing Hong and Yujie Dang and Xiaoguang Yao and Le Sun and Delian Zhang and Qin Luo and Nanfang Li,https://doi.org/10.1155/2022/4914791,,,,"Purpose . We aimed to explore the relationship between the cardiometabolic index (CMI) and cardiovascular disease (CVD) and its subtypes (coronary artery disease and stroke) in patients with hypertension and obstructive sleep apnea (OSA). Methods . We conducted a retrospective cohort study enrolling 2067 participants from the Urumqi Research on Sleep Apnea and Hypertension study. The CMI was calculated as triglyceride to high-density lipoprotein cholesterol ratio × waist-to-height ratio. Participants were divided into three groups (T1, T2, and T3) according to the tertile of CMI. The Kaplan-Meier method helped to calculate the cumulative incidence of CVD in different groups. We assessed the association of CMI with the risk of CVD and CVD subtypes by estimating hazard ratios (HRs) and 95% confidence intervals (CIs) using Cox models. Results . During a median follow-up of 6.83 years (interquartile range: 5.92-8.00 years), 326 incident CVD were identified, including 121 incident stroke and 205 incident coronary heart disease (CHD). Overall, after adjusting for confounding variables, CMI was positively associated with the risk of new-onset CVD (per SD increment, adjusted HR: 1.31; 95% CI: 1.20, 1.43), new-onset CHD (per SD increment, adjusted HR: 1.33; 95% CI: 1.20, 1.48), and new-onset stroke (per SD increment, adjusted HR: 1.27; 95% CI: 1.10, 1.47). Similar results were obtained in various subgroup and sensitivity analyses. Adding CMI to the baseline risk model for CVD improved the C -index ( P < 0.001), continuous net reclassification improvement ( P < 0.001), and integrated discrimination index ( P < 0.001). Similar results were observed for CHD and stroke. Conclusion . There was a positive association between CMI levels and the risk of new-onset CVD in patients with hypertension and OSA. This finding suggests that CMI may help identify people at high risk of developing CVD.",Included,IC1,10.1155/2022/4914791,,,
rayyan-642911603,Symptom subtypes and risk of incident cardiovascular and cerebrovascular disease in a clinic-based obstructive sleep apnea cohort,2022,1,1,,,,,,A. J. Hirsch Allen and Rachel Jen and Diego R. Mazzotti and Brendan T Keenan and Sebastian D. Goodfellow and Carolyn Taylor and Patrick Daniele and Bernardo Urbanetto Peres and Yu Liu and Morvarid Mehrtash and Najib Ayas,https://doi.org/10.5664/jcsm.9986,,,,,Excluded,EC-O,10.5664/jcsm.9986,,,
rayyan-642911604,Relevance of obstructive sleep apnea and smoking: Obstructive sleep apnea and smoking,2020,1,1,,,,,,Ayse Didem Esen and Meltem Akpinar,https://doi.org/10.1093/fampra/cmaa112,,,,"BACKGROUND: The data concerning the association of smoking and obstructive sleep apnea (OSA) are limited. The effects of cigarette smoking on OSA still remain obscure. OBJECTIVES: To reveal the impact of smoking on obstructive sleep apnea. METHODS: About 384 patients with the diagnosis of OSA through full night polysomnographic (PSG) examination were included to the study. The demographic data (age, sex and BMI), complaints and medical history, status of smoking as non-smokers and smokers, smoking frequency (cigarettes/day), polysomnograhic data comprising apnea hypopnea index (AHI), non-REM sleep AHI (NREM AHI), REM sleep AHI (REM AHI), minimum oxygen saturation (min SaO2) were recorded for all the subjects. Non-smokers and smokers were compared in terms of severity of OSA. RESULTS: The study population consisted of 384 subjects, 253 males and 131 females. Smoking frequency was not found correlated with OSA severity. Among smokers, males had higher severe OSA rate (P = 0.002, P < 0.05). In subjects with BMI < 30, severe OSA rate was higher in smokers (34.44% versus 21%) (P = 0.027, P < 0.05). CONCLUSIONS: Our study detected higher rate of severe OSA in male smokers and smokers with BMI < 30. PSG data did not yield statistically significant difference in non-smokers and smokers. OSA severity was not found correlated with smoking frequency. Along with the study results, the impact of smoking on OSA is still controversial. Prospective studies with larger sample size may be contributive to further evaluation of the association of OSA with smoking.",Excluded,EC4,10.1093/fampra/cmaa112,,,
rayyan-642911605,Sleep apnea diagnosis in children using software-generated apnea-hypopnea index (AHI) derived from data recorded with a single photoplethysmogram sensor (PPG),2020,1,1,,,,,,Hugi Hilmisson and Stephen Berman and Sólveig Magnúsdóttir,https://doi.org/10.1007/s11325-020-02049-6,,,,,Excluded,EC-O,10.1007/s11325-020-02049-6,,,
rayyan-642911606,Correlation of Dyslipidemia and Inflammation With Obstructive Sleep Apnea Severity,2022,1,1,,,,,,Vi?eslav Popadic and Milica Brajkovic and Slobodan Kla?nja and Nata?a Milic and Nina Rajovic and Danica Popovic Lisulov and Anica Divac and Tatjana Ivankovic and Andrea Manojlovic and Novica Nikolic and Lidija Memon and Marija Brankovic and Maja Popovic and Ana Sekulic and Jelica Bjekic Macut and Olivera Markovic and Sini?a Djura?evic and Maja Stojkovic and Zoran Todorovic and Marija Zdravkovic,https://doi.org/10.3389/fphar.2022.897279,,,,"Introduction: Obstructive sleep apnea (OSA) is a serious condition linked with various metabolic disorders and associated with increased all-cause and cardiovascular mortality. Although the potential mechanisms of pathophysiological processes related to OSA are relatively well known, the data regarding the correlation between obstructive sleep apnea, dyslipidemia, and systemic inflammation are still inconclusive. Methods: The study was conducted as a retrospective cohort study including 328 patients with newly diagnosed obstructive sleep apnea during the period between April 2018, and May 2020, in University Clinical Hospital Center ?Bezanijska kosa?, Belgrade, Serbia. Polysomnography was performed in all patients according to the protocol. Numerous demographic, antropometric, laboratory, and clinical data were correlated to Apnea-Hypopnea Index (AHI) as a dependent variable, with a particular review on the relation between lipid abnormalities, inflammatory parameters, and obstructive sleep apnea severity. Multivariate logistic regression model was used to assess predictors of severe OSA (AHI =30 per hour). Results: A total of 328 patients were included in the study. The mean age of the patients was 54.0 ± 12.5 years and more than two-thirds were male (68.8%). The majority of the patients had an AHI of at least 30 events per hour. Patients with severe OSA were more frequently male, obese, hypertensive and hyperlipidemic, and had increased neck circumference (both male and female patients). One hundred and thirty-two patients had metabolic syndrome. Patients with severe OSA more frequently had metabolic syndrome and significantly higher levels of glucose, creatinine, uric acid, AST, ALT, CK, microalbumine/creatinine ratio, triglyceride, total cholesterol, HDL, total chol?sterol to HDL-C ratio, CRP, and ESR. In the multivariate linear regression model with AHI (=30 per hour) as a dependent variable, of demographic and clinical data, triglycerides =1.7 mmol/L and CRP &amp;gt;5 mg/L were significantly associated with AHI=30 per hour. Conclusion: The present study on 328 patients with newly diagnosed obstructive sleep apnea revealed significant relation of lipid abnormalities, inflammatory markers, and other clinically important data with obstructive sleep apnea severity. These results can lead to a better understanding of the underlying pathophysiological processes and open the door to a new world of potentially useful therapeutic modalities.",Excluded,EC4,10.3389/fphar.2022.897279,,,
rayyan-642911607,Effect of Multilevel Upper Airway Surgery vs Medical Management on the Apnea-Hypopnea Index and Patient-Reported Daytime Sleepiness Among Patients With Moderate or Severe Obstructive Sleep Apnea,2020,1,1,,,,,,Stuart G. MacKay and A. Simon Carney and Peter Catcheside and Ching Li Chai-Coetzer and Michael Chia and Peter A. Cistulli and John-Charles Hodge and Andrew Jones and Billingsley Kaambwa and Richard Lewis and Eng H. Ooi and A Pinczel and Nigel McArdle and Guy Rees and Bhajan Singh and Nicholas W. Stow and Edward M. Weaver and Richard Woodman and Charmaine M. Woods and Aeneas Yeo and R. Doug McEvoy,https://doi.org/10.1001/jama.2020.14265,,,,"Importance: Many adults with obstructive sleep apnea (OSA) use device treatments inadequately and remain untreated. Objective: To determine whether combined palatal and tongue surgery to enlarge or stabilize the upper airway is an effective treatment for patients with OSA when conventional device treatment failed. Design, Setting, and Participants: Multicenter, parallel-group, open-label randomized clinical trial of upper airway surgery vs ongoing medical management. Adults with symptomatic moderate or severe OSA in whom conventional treatments had failed were enrolled between November 2014 and October 2017, with follow-up until August 2018. Interventions: Multilevel surgery (modified uvulopalatopharyngoplasty and minimally invasive tongue volume reduction; n = 51) or ongoing medical management (eg, advice on sleep positioning, weight loss; n = 51). Main Outcomes and Measures: Primary outcome measures were the apnea-hypopnea index (AHI; ie, the number of apnea and hypopnea events/h; 15-30 indicates moderate and >30 indicates severe OSA) and the Epworth Sleepiness Scale (ESS; range, 0-24; >10 indicates pathological sleepiness). Baseline-adjusted differences between groups at 6 months were assessed. Minimal clinically important differences are 15 events per hour for AHI and 2 units for ESS. Results: Among 102 participants who were randomized (mean [SD] age, 44.6 [12.8] years; 18 [18%] women), 91 (89%) completed the trial. The mean AHI was 47.9 at baseline and 20.8 at 6 months for the surgery group and 45.3 at baseline and 34.5 at 6 months for the medical management group (mean baseline-adjusted between-group difference at 6 mo, -17.6 events/h [95% CI, -26.8 to -8.4]; P < .001). The mean ESS was 12.4 at baseline and 5.3 at 6 months in the surgery group and 11.1 at baseline and 10.5 at 6 months in the medical management group (mean baseline-adjusted between-group difference at 6 mo, -6.7 [95% CI, -8.2 to -5.2]; P < .001). Two participants (4%) in the surgery group had serious adverse events (1 had a myocardial infarction on postoperative day 5 and 1 was hospitalized for observation following hematemesis of old blood). Conclusions and Relevance: In this preliminary study of adults with moderate or severe OSA in whom conventional therapy had failed, combined palatal and tongue surgery, compared with medical management, reduced the number of apnea and hypopnea events and patient-reported sleepiness at 6 months. Further research is needed to confirm these findings in additional populations and to understand clinical utility, long-term efficacy, and safety of multilevel upper airway surgery for treatment of patients with OSA. Trial Registration: Australian New Zealand Clinical Trials Registry: ACTRN12614000338662.",Excluded,EC-O,10.1001/jama.2020.14265,,,
rayyan-642911608,The comparison of spectral analyses and flow features in upper airways with obstructive sleep apnea (OSA) between successful and failed surgeries,2020,1,1,,,,,,Mingzhen Lu and Tianxi Chi and Zhengang Liu and Shu Wang and Yang Liu and Jingying Ye,http://arxiv.org/abs/2007.09328v1,,,,"Obstructive sleep apnea (OSA) is a common sleep disorder and widening the upper airway is often used in clinical practice. However, the success rate of this surgery is limited; the failed surgery would even make the situation worse, indicating the widened airway is not the unique criterion to evaluate the breathing quality. Therefore, we carried out both experimental measurement and numerical simulation on OSA upper airways and found that there existed an intrinsic dominant 3-5 Hz signal and the signal-to-noise ratio (SNR) at 3-5 Hz is inversely correlated with apnea-hypopnea index (AHI). Firstly, to validate the suitability of simulation methods, we carried out Laser Doppler measurement in 3D-printing OSA upper airway models, and found excellent agreement between the measured and calculated velocity profiles in two upper airway models for the first time. Then we carried out large eddy simulation (LES) to investigate four pairs of OSA upper airway models with 8 different AHI values for both pre- and post-surgery; among them, three surgeries were successful and one failed. The decreased the pressure drop for failed case, proving that only widening airway cannot guarantee to improve OSA. In our analysis, it is indicating that a dominant recirculation downstream of the minimum cross-section should be a main feature of a successful surgery, and the strength of 3-5 Hz signal induced by flow separation in the upper airway plays an important role in appraising breathing quality. This provides a new guideline for surgery planning. Furthermore, we found a strong correlation between AHI and the area ratio of minimum cross-section near the retro-palate to the maximum cross-section behind the tongue base, and this correlation is highly significant, r = - 0.833, p = 0.01 < 0.05.",Excluded,EC4,,,,
rayyan-642911609,Quantifying sleep apnea heterogeneity using hierarchical Bayesian modeling,2025,1,1,,,,,,Glenn Palmer and Narat Srivali and David B. Dunson,http://arxiv.org/abs/2503.11599v5,,,,"Obstructive Sleep Apnea (OSA) is a breathing disorder during sleep that affects millions of people worldwide. The diagnosis of OSA often occurs through an overnight polysomnogram (PSG) sleep study that generates a massive amount of physiological data. However, despite the evidence of substantial heterogeneity in the expression and symptoms of OSA, diagnosis and scientific analysis of severity typically focus on a single summary statistic, the Apnea-Hypopnea Index (AHI). We address the limitations of this approach through hierarchical Bayesian modeling of PSG data. Our approach produces interpretable random effects for each patient, which govern sleep-stage dynamics, rates of OSA events, and impacts of OSA events on subsequent sleep-stage dynamics. We propose a novel approach for using these random effects to produce a Bayes optimal clustering of patients. We use the proposed approach to analyze data from the APPLES study. Our analysis produces clinically interesting groups of patients with sleep apnea and a novel finding of an association between OSA expression and cognitive performance that is missed by an AHI-based analysis.",Excluded,EC4,,,,
rayyan-642911610,Unobtrusive Reflectance Photoplethysmography for Detecting and Severity Grading of Sleep Apnea via Oxygen Desaturation Index,2025,1,1,,,,,,Karen Adam and Clémentine Aguet and Patrick Theurillat and Florent Baty and Maximilian Boesch and Damien Ferrario and Mathieu Lemay and Martin Brutsche and Fabian Braun,http://arxiv.org/abs/2507.08399v1,,,,"Sleep apnea is a common chronic sleep-related disorder which is known to be a comorbidity for cerebro- and cardio-vascular disease. Diagnosis of sleep apnea usually requires an overnight polysomnography at the sleep laboratory. In this paper, we used a wearable device which measures reflectance photoplethysmography (PPG) at the wrist and upper arm to estimate continuous SpO2 levels during sleep and subsequently derive an oxygen desaturation index (ODI) for each patient. On a cohort of 170 patients undergoing sleep apnea screening, we evaluated whether this ODI value could represent a surrogate marker for the apnea-hypopnea index (AHI) for the diagnosis and severity assessment of sleep apnea. As the ODI was simultaneously obtained at the fingertip, upper arm and wrist, we compared ODI diagnostic performance depending on the measurement location. We then further evaluated the accuracy of ODI as a direct predictor for moderate and severe sleep apnea as defined by established AHI thresholds. We found that ODI values obtained at the upper arm were good predictors for moderate or severe sleep apnea, with 86% accuracy, 96% sensitivity and 70% specificity, whereas ODI values obtained at the wrist were less reliable as a diagnostic tool.",Excluded,EC4,,,,
rayyan-642911611,Exploring the Efficacy of Convolutional Neural Networks in Sleep Apnea Detection from Single Channel EEG,2025,1,1,,,,,,Chun Hin Siu and Hossein Miri,http://arxiv.org/abs/2509.00012v1,,,,"Sleep apnea, a prevalent sleep disorder, involves repeated episodes of breathing interruptions during sleep, leading to various health complications, including cognitive impairments, high blood pressure, heart disease, stroke, and even death. One of the main challenges in diagnosing and treating sleep apnea is identifying individuals at risk. The current gold standard for diagnosis, Polysomnography (PSG), is costly, labor intensive, and inconvenient, often resulting in poor quality sleep data. This paper presents a novel approach to the detection of sleep apnea using a Convolutional Neural Network (CNN) trained on single channel EEG data. The proposed CNN achieved an accuracy of 85.1% and a Matthews Correlation Coefficient (MCC) of 0.22, demonstrating a significant potential for home based applications by addressing the limitations of PSG in automated sleep apnea detection. Key contributions of this work also include the development of a comprehensive preprocessing pipeline with an Infinite Impulse Response (IIR) Butterworth filter, a dataset construction method providing broader temporal context, and the application of SMOTETomek to address class imbalance. This research underscores the feasibility of transitioning from traditional laboratory based diagnostics to more accessible, automated home based solutions, improving patient outcomes and broadening the accessibility of sleep disorder diagnostics.",Excluded,EC4,,,,
rayyan-642911612,MobileNetV2: A lightweight classification model for home-based sleep apnea screening,2024,1,1,,,,,,Hui Pan and Yanxuan Yu and Jilun Ye and Xu Zhang,http://arxiv.org/abs/2412.19967v2,,,,"This study proposes a novel lightweight neural network model leveraging features extracted from electrocardiogram (ECG) and respiratory signals for early OSA screening. ECG signals are used to generate feature spectrograms to predict sleep stages, while respiratory signals are employed to detect sleep-related breathing abnormalities. By integrating these predictions, the method calculates the apnea-hypopnea index (AHI) with enhanced accuracy, facilitating precise OSA diagnosis. The method was validated on three publicly available sleep apnea databases: the Apnea-ECG database, the UCDDB dataset, and the MIT-BIH Polysomnographic database. Results showed an overall OSA detection accuracy of 0.978, highlighting the model's robustness. Respiratory event classification achieved an accuracy of 0.969 and an area under the receiver operating characteristic curve (ROC-AUC) of 0.98. For sleep stage classification, in UCDDB dataset, the ROC-AUC exceeded 0.85 across all stages, with recall for Sleep reaching 0.906 and specificity for REM and Wake states at 0.956 and 0.937, respectively. This study underscores the potential of integrating lightweight neural networks with multi-signal analysis for accurate, portable, and cost-effective OSA screening, paving the way for broader adoption in home-based and wearable health monitoring systems.",Included,"IC1, IC2",,,,
rayyan-642911613,"Validation of a new, minimally-invasive, software smartphone device to predict sleep apnea and its severity: transversal study",2024,1,1,,,,,,Justine Frija and Juliette Millet and Emilie Bequignon and Ala Covali and Guillaume Cathelain and Josselin Houenou and Helene Benzaquen and Pierre Alexis Geoffroy and Emmanuel Bacry and Mathieu Grajoszex and Marie-Pia d Ortho,http://arxiv.org/abs/2406.16953v1,,,,"Obstructive sleep apnea (OSA) is frequent and responsible for cardiovascular complications and excessive daytime sleepiness. It is underdiagnosed due to the difficulty to access the gold standard for diagnosis, polysomnography (PSG). Alternative methods using smartphone sensors could be useful to increase diagnosis. The objective is to assess the performances of Apneal, an application that records the sound using a smartphone's microphone and movements thanks to a smartphone's accelerometer and gyroscope, to estimate patients' AHI. In this article, we perform a monocentric proof-of-concept study with a first manual scoring step, and then an automatic detection of respiratory events from the recorded signals using a sequential deep-learning model which was released internally at Apneal at the end of 2022 (version 0.1 of Apneal automatic scoring of respiratory events), in adult patients during in-hospital polysomnography.46 patients (women 34 per cent, mean BMI 28.7 kg per m2) were included. For AHI superior to 15, sensitivity of manual scoring was 0.91, and positive predictive value (PPV) 0.89. For AHI superior to 30, sensitivity was 0.85, PPV 0.94. We obtained an AUC-ROC of 0.85 and an AUC-PR of 0.94 for the identification of AHI superior to 15, and AUC-ROC of 0.95 and AUC-PR of 0.93 for AHI superior to 30. Promising results are obtained for the automatic annotations of events.This article shows that manual scoring of smartphone-based signals is possible and accurate compared to PSG-based scorings. Automatic scoring method based on a deep learning model provides promising results. A larger multicentric validation study, involving subjects with different SAHS severity is required to confirm these results.",Included,IC1,,,,
