"title","year","authors","url","abstract","notes","doi"
"Coding for Game Audio","2020","Jean-Luc Sinclair","https://doi.org/10.4324/9781315184432-7","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.4324/9781315184432-7"
"Practical Sound Design","2020","Jean-Luc Sinclair","https://doi.org/10.4324/9781315184432-6","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.4324/9781315184432-6"
"Epidemiology of Childhood Sleep Apnea","2023","Elizabeth Jones","https://doi.org/10.5772/intechopen.1002499","Childhood sleep apnea is characterized as airway obstruction because of upper airway impairment due to reduced oxygen levels or awakening from sleep in children. In children, only 1–5% of children suffer from sleep apnea, which equals to about 20 million−100 million children, globally. However, childhood sleep apnea tends to be underdiagnosed with about 90% of children not being properly diagnosed with sleep apnea. Sleep apnea is a major concern due to the harmful clinical manifestations associated with the condition, such as abnormal breathing during sleep, frequent awakenings or restlessness, frequent nightmares, nocturnal enuresis, difficulty getting up in the morning, excessive daytime sleepiness (EDS), ADHD-like symptoms, daytime mouth breathing, and abnormal sleep patterns. There are also certain risk factors that can increase the risk of childhood sleep apnea. These risk factors are tonsillar hypertrophy, adenoid hypertrophy, obesity, craniofacial anomalies, and neuromuscular disorders. Childhood risk factors are important to consider because they can increase risk and severity. To aid an efforts to relieve, prevent, and diagnose childhood sleep apnea, there needs to be more efforts to promote, to educate, and to implement diagnostic testing for sleep apnea as a standard of care in pediatric patients.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-1""]}","10.5772/intechopen.1002499"
"A Hybrid Deep Learning Model for Sleep Apnea Detection Using Smartphone-Recorded Audio Signals","2025","Aman Kumar Rauniyar and Abhishek Gupta and Muthaiah U","https://doi.org/10.1109/apcit65661.2025.11411480","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1109/apcit65661.2025.11411480"
"Questionnaires for pediatric obstructive sleep apnea","2024","Karen Spruyt","https://doi.org/10.1016/b978-0-323-99653-2.00015-8","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-99653-2.00015-8"
"Genetics of Obstructive Sleep Apnea","2023","Ana Patiño-García","https://doi.org/10.1007/978-3-031-35225-6_28","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-35225-6_28"
"Evaluation of a sleep sound analysis smartphone app for home obstructive sleep apnea screening among community-dwelling Chinese adults with hypertension","2026","Timothy Noel Stephens and Yingxiu Wang and Jingzhu Guo and Jiaofeng Wang","https://doi.org/10.1007/s11325-026-03754-4","<h4>Purpose</h4>This study aimed to evaluate the validity and feasibility of home obstructive sleep apnea screening using a sleep sound analysis smartphone app compared to the STOP-BANG questionnaire (SBQ) among Chinese adults with hypertension, including the impact of screening on intention to pursue treatment.<h4>Methods</h4>A randomized cross-over trial was conducted among adults with hypertension from a hospital clinic and community health center in Haikou, China. Participants were assigned to undergo sequential screening with a sleep sound analysis smartphone app (Snail Sleep) or the SBQ followed by home sleep apnea testing. Questionnaires measured satisfaction and intention to pursue treatment.<h4>Results</h4>Among 180 participants (median age: 51.0 years, 72.2% male), 91.7% had OSA, including 28.3% with moderate OSA, and 37.2% with severe OSA (mean AHI 28.6, SD = 23.02). An app-generated apnea index (APP-AI) optimal cutoff of 7.1 achieved 72.0% sensitivity, 85.5% specificity, a 4.96 positive likelihood ratio (LR), and a 0.33 negative LR for moderate-to-severe OSA (AHI ≥ 15), with an area under the curve (AUC) of 0.831 (95% CI 0.773-0.89), outperforming the original SBQ (BMI > 35) (AUC 0.728) and modified SBQ (BMI > 28) (AUC 0.754). Participants reported high satisfaction levels. Intention to pursue treatment decreased among those given normal screening results while remaining high among those given abnormal results.<h4>Conclusion</h4>A sleep sound analysis smartphone app achieved acceptable validity and feasibility for home OSA screening in a group of Chinese adults with hypertension. Further studies should evaluate app screening in other populations and effects on patient attitudes and behavior.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Included""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""IC-P, IC-I, IC-C, IC-E""]}","10.1007/s11325-026-03754-4"
"Sound Design – the Art of Effectively Communicating with Sound","2020","Jean-Luc Sinclair","https://doi.org/10.4324/9781315184432-5","","","10.4324/9781315184432-5"
"Obstructive sleep apnea in adolescents","2024","Taylor B. Teplitzky","https://doi.org/10.1016/b978-0-323-99653-2.00032-8","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-99653-2.00032-8"
"Perioperative Monitoring in Obstructive Sleep Apnea/Hypopnea Syndrome","2020","Samuel A. Mickelson","https://doi.org/10.1016/b978-0-323-44339-5.00013-4","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-44339-5.00013-4"
"Snoring Sound Analysis","2025","Li-Ang Lee and Guo-She Lee and Hai-Hua Chuang and Yi-Ping Chao and Hsueh-Yu Li","https://doi.org/10.1007/978-981-95-2648-2_6","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-981-95-2648-2_6"
"Principles of Game Audio and Sound Design","2020","Jean-Luc Sinclair","https://doi.org/10.4324/9781315184432","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.4324/9781315184432"
"The many faces of obstructive sleep apnea","2023","Gregory Carter","https://doi.org/10.5772/intechopen.1003062","Obstructive sleep apnea is a common disorder with many different comorbidities. Patients can present with these comorbidities even when sleep apnea has not been diagnosed due to the low diagnostic rates for obstructive sleep apnea worldwide. This presents a concern for clinicians as unless sleep apnea is treated along with a presenting comorbidity, the patient will not have an optimal health outcome. This chapter addresses several of the most common and worrisome comorbidities of sleep apnea and discusses the relationships and pathophysiology of comorbidities including insomnia, treatment resistant hypertension, restless legs syndrome, depression, gastroesophageal reflux, asthma, cognitive disorder, REM sleep behavioral disorder and paroxysmal atrial fibrillation. Clinical studies documenting the relationships of each of these comorbidities to obstructive sleep apnea are presented with putative pathophysiologic discussion of how obstructive sleep apnea aggravates or leads to the development of each of these illnesses.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.5772/intechopen.1003062"
"Tongue Base Stabilization for Obstructive Sleep Apnea and Snoring","2020","B. Tucker Woodson","https://doi.org/10.1016/b978-0-323-44339-5.00045-6","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-44339-5.00045-6"
"Multilevel Sleep Surgery for Obstructive Sleep Apnea","2025","Yung-An Tsou and Pei-Shao Liao","https://doi.org/10.1007/978-981-95-2648-2_20","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-981-95-2648-2_20"
"Positive Airway Pressure Treatment for Sleep Apnea","2025","Bülent Çiftçi","https://doi.org/10.1007/978-3-031-27136-6_38","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-27136-6_38"
"Genioglossus Advancement in Sleep Apnea Surgery","2020","Scott E. Brietzke and Holly Rataiczak","https://doi.org/10.1016/b978-0-323-44339-5.00052-3","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-44339-5.00052-3"
"Cardiovascular complications of pediatric obstructive sleep apnea","2024","Rakesh Bhattacharjee","https://doi.org/10.1016/b978-0-323-99653-2.00008-0","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-99653-2.00008-0"
"Obstructive Sleep Apnea and Hematology Manifestations","2023","María Marcos-Jubilar","https://doi.org/10.1007/978-3-031-35225-6_30","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-35225-6_30"
"Obstructive Sleep Apnea: A Neurological Approach","2023","Karem Josefina Parejo","https://doi.org/10.1007/978-3-031-35225-6_10","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-35225-6_10"
"Obstructive Sleep Apnea and Systemic Autoimmune Diseases","2023","Philippe Chalem","https://doi.org/10.1007/978-3-031-35225-6_8","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-35225-6_8"
"Airway Evaluation in Obstructive Sleep Apnea","2020","Boris A. Stuck and Joachim T. Maurer","https://doi.org/10.1016/b978-0-323-44339-5.00003-1","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-44339-5.00003-1"
"Reliability of automatic detection of AHI during positive airway pressure treatment in obstructive sleep apnea patients: A “real-life study”","2021","F. Fanfulla and N. D'Artavilla Lupo and A. Malovini and S. Arcovio and A. Prpa and M.P. Mogavero and C. Pronzato and Maria R. Bonsignore","https://doi.org/10.1016/j.rmed.2021.106303","<h4>Introduction</h4>Automatic event detection (AED) of residual apnea-hypopnea index (AHI) by ventilators is a current practice in sleep and mechanical ventilation Units but this methodology has not been validated in an unselected population of OSA patients. Aim of the present study was to assess in a ""real-life"" condition the reliability of AED during PAP therapy by the in-built software compared to full polysomnography during follow-up.<h4>Methods</h4>We enrolled 300 OSA patients (105 F; AHI 45.3 ± 27.8) already on Positive airway pressure (PAP) therapy: 53% of the patients were on CPAP while other modalities were used in the rest of the sample.<h4>Results</h4>Overall, the built-in software identified residual obstructive AHI (AHI<sub>PAP</sub>) > 5, 10 or 15 in 18.7, 8.6 or 4.6% of patients, respectively. By using AHI<sub>PAP,</sub> 28.4% of patients were wrongly classified as ""well controlled"" despite a residual AHI<sub>PSG</sub>>5 (6% considering a residual AHI<sub>VENT</sub> >15); 7% of patients were classified as not controlled while AHI<sub>PSG</sub> was <5 (1.4% considering a residual AHI<sub>VENT</sub> >15). Type of ventilation, ventilator parameters, adherence to treatment and level of baseline or follow-up Epworth Sleepiness Scale score were similar between groups. The sensitivity and positive predicted values were very low. Positive likelihood ratio appears adequate only for residual AHI<sub>PAP</sub> ≥10, but negative likelihood ratio was inconclusive for all the cut-off considered.<h4>Discussion</h4>The results of the present study suggest a more cautious approach in the follow-up of OSA patients, since a protocol based only on AED detection and symptoms assessment may not be accurate especially for AHI<sub>PAP</sub><15.","","10.1016/j.rmed.2021.106303"
"Sleep Apnea Detection by Tracheal Motion and Sound, and Oximetry via Application of Deep Neural Networks","2023","Nasim Montazeri Ghahjaverestan and Cristiano Aguiar and Richard Hummel and Xiaoshu Cao and Jackson Yu and T Douglas Bradley","https://doi.org/10.2147/nss.s397196","<h4>Purpose</h4>Sleep apnea (SA) is highly prevalent, but under diagnosed due to inaccessibility of sleep testing. To address this issue, portable devices for home sleep testing have been developed to provide convenience with reasonable accuracy in diagnosing SA. The objective of this study was to test the validity a novel portable sleep apnea testing device, BresoDX1, in SA diagnosis, via recording of trachea-sternal motion, tracheal sound and oximetry.<h4>Patients and methods</h4>Adults with a suspected sleep disorder were recruited to undergo in-laboratory polysomnography (PSG) and a simultaneous BresoDX1 recording. Data from BresoDX1 were collected and features related to breathing sounds, body motions and oximetry were extracted. A deep neural network (DNN) model was trained with 61-second epochs of the extracted features to detect apneas and hypopneas from which an apnea-hypopnea index (AHI) was calculated. The AHI estimated by BresoDX1 (AHI<sub>breso</sub>) was compared to the AHI determined from PSG (AHI<sub>PSG</sub>) and the sensitivity and specificity of SA diagnosis were assessed at an AHI<sub>PSG</sub> ≥ 15.<h4>Results</h4>Two-hundred thirty-three participants (mean ± SD) 50 ± 16 years of age, with BMI of 29.8 ± 6.6 and AHI of 19.5 ± 22.7, were included. There was a strong relationship between AHI<sub>breso</sub> and AHI<sub>PSG</sub> (r = 0.91, p < 0.001). SA detection for an AHI<sub>PSG</sub> ≥ 15 was highly sensitive (90.0%) and specific (85.9%).<h4>Conclusion</h4>We conclude that the DNN model we developed via recording and analyses of trachea-sternal motion and sound along with oximetry provides an accurate estimate of the AHI<sub>PSG</sub> with high sensitivity and specificity. Therefore, BresoDX1 is a simple, convenient and accurate portable SA monitoring device that could be employed for home SA testing in the future.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-W""]}","10.2147/nss.s397196"
"Audio Networking","2022","Stefan Ledergerber","https://doi.org/10.4324/9781003220268-9","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.4324/9781003220268-9"
"Growth and development in pediatric obstructive sleep apnea","2024","Michelle Caraballo","https://doi.org/10.1016/b978-0-323-99653-2.00010-9","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1016/b978-0-323-99653-2.00010-9"
"Surgical Treatment of Children with Obstructive Sleep Apnea","2025","Elisabeth Hultcrantz","https://doi.org/10.1007/978-3-031-27136-6_61","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-27136-6_61"
"Psychiatric Illness and Obstructive Sleep Apnea","2023","Hector Olivares Rodriguez","https://doi.org/10.1007/978-3-031-35225-6_23","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1007/978-3-031-35225-6_23"
"Cognitive Impairment and Obstructive Sleep Apnea","2021","Liliana Otero and María del Carmen Figueredo and Alain Riveros-Rivera and Patricia Hidalgo","https://doi.org/10.5772/intechopen.82756","Obstructive sleep apnea (OSA) is a frequent sleep disorder characterized by repetitive interruption of ventilation caused by partial or complete collapse of the upper airway during sleep. OSA is highly prevalent in the world and it has been associated with cardiovascular disease and cognitive impairment in children and adults. The cognitive impairment in individuals with OSA includes deficiencies in attention and constructional abilities, delayed long-term visual and verbal memory, and executive functions. Although, the pathogenesis of cognitive impairment in patients with OSA is complex and remains incompletely understood, several mechanisms, such as hypoxia, inflammation and sleep fragmentation have been proposed. The aim of this chapter is to describe some findings reported in the literature to explain the association between OSA and cognitive impairment.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.5772/intechopen.82756"
"Sleep-Related Breathing Disorders and Obstructive Sleep Apnea","2025","Joseph Yousefian and David Riley and Sunil Aggarwal and Timothy Gray","https://doi.org/10.1201/9780429263156-1","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1201/9780429263156-1"
"Assessing outcome of oral appliance therapy for obstructive sleep apnea using apnea-hypopnea index and sleep apnea-specific hypoxic burden","2025","G Vogel and E Mosca and J Grosse and J Remmers","https://doi.org/10.1183/23120541.sleepandbreathing-2025.65","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1183/23120541.sleepandbreathing-2025.65"
"The prevalence and polysomnographic characteristics of treatment-emergent central sleep apnea with obstructive sleep apnea","2024","Sinem Berik Safçi","https://doi.org/10.1007/s11325-024-02999-1","<h4>Purpose</h4>To investigate the prevalence of treatment-emergent central sleep apnea (TECSA) in individuals with obstructive sleep apnea syndrome (OSAS) during continuous positive airway pressure (CPAP) titration and assess their polysomnographic characteristics.<h4>Methods</h4>A total of 116 patients with OSAS who underwent full-night CPAP titration at the Sleep Laboratory of Adana City Research and Education Hospital from September 2017 to January 2018 were recruited for the study. The patients' polysomnographic data related to respiratory events and sleep stages were reviewed in a retrospective manner.<h4>Results</h4>While on CPAP titration, 20 of the 116 patients developed central sleep apnea (CSA). The prevalence of TECSA in the patients with OSAS was 17.2%, being separately determined as 16.3% and 2.2% for the male and female patients, respectively. In the baseline PSG, the groups did not statistically significantly differ in relation to the apnea hypopnea index (AHI), central apnea index (CAI), arousal index (AI), or oxygen desaturation index (ODI). However, the TECSA group had a significantly higher mean oxygen saturation value compared to the non-TECSA group (p = 0.01). The total AHI, CAI, and AI values of the TECSA group were significantly higher during the whole CPAP titration compared to the non-TECSA group. No significant difference was observed in the comparison of the two groups in relation to the titration pressure and ODI.<h4>Conclusion</h4>TECSA is a phenomenon that can occur with obstructive sleep apnea treatment and mostly regress spontaneously following appropriate CPAP treatment. TECSA is observed at different rates of prevalence. In this study, the prevalence of TECSA was higher than previously reported.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.1007/s11325-024-02999-1"
"Prevalence of obstructive sleep apnea and accuracy of type 3 home sleep apnea test for obstructive sleep apnea diagnosis in difficult-to-treat asthma","2024","Tidarat Somruesaen and Naricha Chirakalwasan","https://doi.org/10.1183/13993003.congress-2024.pa1246","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1183/13993003.congress-2024.pa1246"
"Effectiveness of Myofunctional Therapy in Ankyloglossia: A Systematic Review.","2022","González Garrido MDP and Garcia-Munoz C and Rodríguez-Huguet M and Martin-Vega FJ and Gonzalez-Medina G and Vinolo-Gil MJ","https://pubmed.ncbi.nlm.nih.gov/36231647/","Ankyloglossia is a pathology of the tongue in which the frenulum appears anchored to the floor of the mouth. The treatment of choice for this pathology is frenectomy, but myofunctional therapy is emerging in recent years as a complement to surgical intervention. This systematic review aims to synthesize the scientific evidence and assess its quality regarding the use of myofunctional therapy in ankyloglossia. The Cochrane Central Register of Controlled Trials, Physiotherapy Evidence Database, Pubmed, Web of Science and Scopus were searched. Study quality was determined using the PEDro scale, STROBE statement and single-case experimental design scale. Eleven studies were selected. Based on the studies included in this review, surgery is more effective than myofunctional therapy, although better results are achieved if both are combined. Improvements have been found in maternal pain, weight gain of babies, duration of breastfeeding, tongue mobility, strength and endurance, sleep apnea, mouth breathing and snoring, quality of life, clenching teeth, myofascial tension, pain after surgery and speech sound production. These findings must be taken with caution because of the small number of articles and their quality. Future clinical trials using larger sample sizes and with higher methodological quality are needed.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.3390/ijerph191912347"
"Nasal Septal Deviation: A Comprehensive Narrative Review.","2022","Alghamdi FS and Albogami D and Alsurayhi AS and Alshibely AY and Alkaabi TH and Alqurashi LM and Alahdal AA and Saber AA and Almansouri OS","https://pubmed.ncbi.nlm.nih.gov/36514566/","The nasal septum is an osteocartilaginous wall that divides the nose into two nasal cavities. Asymptomatic minor deviation of the septum is considered a normal developmental variation found in the majority of the population. The reported global prevalence rates had great variation due to the extent of deviation considered in the reporting studies. Previous classification systems have been proposed to classify the nasal septal deviation according to the characteristics of the nasal septum seen horizontally and vertically. For some patients, the degree of the deviation may affect the nasal airflow causing obstruction or impairing the olfactory function. Headache, rhinosinusitis, high blood pressure, obstructive sleep apnea, and breathing sounds are also among the clinical presentations of nasal septal deviation. Clinical assessment is sufficient to make the diagnosis while imaging techniques are required for decision-making. Radiological imaging techniques such as computed tomography (CT) are used to classify and assess the severity of the deviated septum. Surgical correction is the treatment option for nasal septal deviation. Septoplasty is the most common procedure used for nasal correction with high satisfaction levels and low complication rates. In this review, we present a comprehensive summary of the concept, presentation, diagnosis, management options, and quality of life of patients with nasal septal deviation.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.7759/cureus.31317"
"A Narrative Review of the Association between Post-Traumatic Stress Disorder and Obstructive Sleep Apnea.","2022","McCall CA and Watson NF","https://pubmed.ncbi.nlm.nih.gov/35054110/","Obstructive sleep apnea (OSA) and post-traumatic stress disorder (PTSD) are often co-morbid with implications for disease severity and treatment outcomes. OSA prevalence is higher in PTSD sufferers than in the general population, with a likely bidirectional effect of the two illnesses. There is substantial evidence to support the role that disturbed sleep may play in the pathophysiology of PTSD. Sleep disturbance associated with OSA may interfere with normal rapid eye movement (REM) functioning and thus worsen nightmares and sleep-related movements. Conversely, hyperarousal and hypervigilance symptoms of PTSD may lower the arousal threshold and thus increase the frequency of sleep fragmentation related to obstructive events. Treating OSA not only improves OSA symptoms, but also nightmares and daytime symptoms of PTSD. Evidence suggests that positive airway pressure (PAP) therapy reduces PTSD symptoms in a dose-dependent fashion, but also presents challenges to tolerance in the PTSD population. Alternative OSA treatments may be better tolerated and effective for improving both OSA and PTSD. Further research avenues will be introduced as we seek a better understanding of this complex relationship.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.3390/jcm11020415"
"Sleep Apnea, Obesity, and Readmissions: Real Risks or Residual Confounding?","2022","Donovan LM and Au DH","https://pubmed.ncbi.nlm.nih.gov/35230227/","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1513/annalsats.202111-1304ed"
"Oxidative Stress and Inflammation in Hypoxemic Respiratory Diseases and Their Comorbidities: Molecular Insights and Diagnostic Advances in Chronic Obstructive Pulmonary Disease and Sleep Apnea.","2025","Rodríguez-Pérez J and Andreu-Martínez R and Daza R and Fernández-Arroyo L and Hernández-García A and Díaz-García E and Cubillos-Zapata C and Lozano-Diez A and Morales A and Ramos D and Aragonés J and Cogolludo Á and Del Peso L and García-Río F and Calzada MJ and Donovan LM","https://pubmed.ncbi.nlm.nih.gov/40722943/","In chronic respiratory diseases (CRDs), oxidative stress and inflammation are closely linked, driving disease onset, progression, and comorbidities. Oxidative stress activates inflammatory pathways, while chronic inflammation promotes further reactive oxygen species (ROS) production, creating a vicious cycle leading to airway remodeling, reduced lung function, and exacerbations. This review highlights the central roles of inflammation and oxidative stress in chronic obstructive pulmonary disease (COPD) and obstructive sleep apnea (OSA). In COPD, chronic hypoxemia associates with emphysema, appearing with disease progression. In OSA, beyond systemic consequences, pulmonary inflammation and oxidative stress contribute to lung injury as well. Although COPD and OSA are distinct conditions, some patients present with ""overlap syndrome"", a term used in this review to describe the coexistence of both. This combination poses unique diagnostic and therapeutic challenges. We also examine the role of hypoxia and its transcriptional effects via hypoxia-inducible factors (HIFs) in promoting oxidative stress and inflammation. Finally, we explore how artificial intelligence (AI) offers promising tools to improve diagnosis, monitoring, and management of CRDs and may help elucidate mechanistic links between hypoxia, inflammation, and oxidative stress, contributing to more personalized therapeutic strategies.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.3390/antiox14070839"
"Tracheal Sound Analysis.","2022","Sabil A and Launois S","https://pubmed.ncbi.nlm.nih.gov/36217090/","Tracheal sound sensors provide multiple respiratory signals that are valuable for studying upper airway characteristics. This chapter reviews the original work and ongoing research on tracheal sound analysis in relation to upper airway obstruction during sleep. Past and current research suggest that being associated with other sleep study recording sensors and advanced signal processing techniques, tracheal sound analysis can extensively contribute to the diagnosis and assessment of sleep-disordered breathing.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.1007/978-3-031-06413-5_16"
