title,authors,year,doi,source,url,population,intervention,comparison,outcomes,study_type,confidence_score,abstract
Microbes in the Moonlight: How the Gut Microbiota Influences Sleep,Enso Onill Torres Alegre,2025.0,,arxiv,http://arxiv.org/abs/2511.02766v4,Individuals with sleep disorders or disturbances,"Microbiota-targeted therapies (probiotics, fecal microbiota transplantation, chrononutrition)",,Restoration of sleep homeostasis; Improvement in health outcomes,Review,0.8,"The gut microbiota has emerged as a fundamental regulator of sleep physiology, influencing neural, endocrine, and immune pathways through the gut-microbiota-brain axis (GMBA). This bidirectional communication system modulates neurotransmitter production, circadian rhythms, and metabolic homeostasis, while disruptions in microbial composition have been linked to sleep disorders, neuroinflammation, and systemic immune dysfunction. Recent findings suggest that gut dysbiosis contributes to sleep disturbances by altering serotonin, GABA, and short-chain fatty acid (SCFA) metabolism, with implications for neurodegenerative diseases, metabolic syndromes, and mood disorders. Additionally, the gut microbiota interacts with the endocrine and immune systems, shaping inflammatory responses and stress adaptation mechanisms. This review explores the intricate connections between sleep and the gut microbiota, integrating emerging research on microbiota-targeted therapies, such as probiotics, fecal microbiota transplantation (FMT), and chrononutrition, as potential interventions to restore sleep homeostasis and improve health outcomes"
Sleep Activity Recognition and Characterization from Multi-Source Passively Sensed Data,MarÃ­a MartÃ­nez-GarcÃ­a; Fernando Moreno-Pino; Pablo M. Olmos; Antonio ArtÃ©s-RodrÃ­guez,2023.0,,arxiv,http://arxiv.org/abs/2301.10156v1,subjects with sleep activity,Sleep Activity Recognition methods using passively sensed data from smartphones,traditional sleep assessment methods,characterization of sleep; identification of significant sleep episodes; assessment of sleep-wake cycles; detection of behavioral changes,,0.8,"Sleep constitutes a key indicator of human health, performance, and quality of life. Sleep deprivation has long been related to the onset, development, and worsening of several mental and metabolic disorders, constituting an essential marker for preventing, evaluating, and treating different health conditions. Sleep Activity Recognition methods can provide indicators to assess, monitor, and characterize subjects' sleep-wake cycles and detect behavioral changes. In this work, we propose a general method that continuously operates on passively sensed data from smartphones to characterize sleep and identify significant sleep episodes. Thanks to their ubiquity, these devices constitute an excellent alternative data source to profile subjects' biorhythms in a continuous, objective, and non-invasive manner, in contrast to traditional sleep assessment methods that usually rely on intrusive and subjective procedures. A Heterogeneous Hidden Markov Model is used to model a discrete latent variable process associated with the Sleep Activity Recognition task in a self-supervised way. We validate our results against sleep metrics reported by tested wearables, proving the effectiveness of the proposed approach and advocating its use to assess sleep without more reliable sources."
Resource Efficient Sleep Staging via Multi-Level Masking and Prompt Learning,Lejun Ai; Yulong Li; Haodong Yi; Jixuan Xie; Yue Wang; Jia Liu; Min Chen; Rui Wang,2025.0,,arxiv,http://arxiv.org/abs/2511.06785v2,Individuals undergoing sleep monitoring in resource-constrained environments,Mask-Aware Sleep Staging (MASS) using multi-level masking and prompt learning,,State-of-the-art performance in sleep staging; Reliable classification performance with reduced data acquisition,,0.9,"Automatic sleep staging plays a vital role in assessing sleep quality and diagnosing sleep disorders. Most existing methods rely heavily on long and continuous EEG recordings, which poses significant challenges for data acquisition in resource-constrained systems, such as wearable or home-based monitoring systems. In this paper, we propose the task of resource-efficient sleep staging, which aims to reduce the amount of signal collected per sleep epoch while maintaining reliable classification performance. To solve this task, we adopt the masking and prompt learning strategy and propose a novel framework called Mask-Aware Sleep Staging (MASS). Specifically, we design a multi-level masking strategy to promote effective feature modeling under partial and irregular observations. To mitigate the loss of contextual information introduced by masking, we further propose a hierarchical prompt learning mechanism that aggregates unmasked data into a global prompt, serving as a semantic anchor for guiding both patch-level and epoch-level feature modeling. MASS is evaluated on four datasets, demonstrating state-of-the-art performance, especially when the amount of data is very limited. This result highlights its potential for efficient and scalable deployment in real-world low-resource sleep monitoring environments."
Quantified Sleep: Machine learning techniques for observational n-of-1 studies,Gianluca Truda,2021.0,,arxiv,http://arxiv.org/abs/2105.06811v1,Individuals participating in an observational Quantified-Self (QS) study,Statistical learning techniques applied to sleep data,,Descriptive model of sleep quality; Identification of the 16 most-predictive features,Observational study,0.8,"This paper applies statistical learning techniques to an observational Quantified-Self (QS) study to build a descriptive model of sleep quality. A total of 472 days of my sleep data was collected with an Oura ring and combined with lifestyle, environmental, and psychological data. Such n-of-1 QS projects pose a number of challenges: heterogeneous data sources; missing values; high dimensionality; dynamic feedback loops; human biases. This paper directly addresses these challenges with an end-to-end QS pipeline that produces robust descriptive models. Sleep quality is one of the most difficult modelling targets in QS research, due to high noise and a large number of weakly-contributing factors. Sleep quality was selected so that approaches from this paper would generalise to most other n-of-1 QS projects. Techniques are presented for combining and engineering features for the different classes of data types, sample frequencies, and schema - including event logs, weather, and geo-spatial data. Statistical analyses for outliers, normality, (auto)correlation, stationarity, and missing data are detailed, along with a proposed method for hierarchical clustering to identify correlated groups of features. The missing data was overcome using a combination of knowledge-based and statistical techniques, including several multivariate imputation algorithms. ""Markov unfolding"" is presented for collapsing the time series into a collection of independent observations, whilst incorporating historical information. The final model was interpreted in two ways: by inspecting the internal $Î²$-parameters, and using the SHAP framework. These two interpretation techniques were combined to produce a list of the 16 most-predictive features, demonstrating that an observational study can greatly narrow down the number of features that need to be considered when designing interventional QS studies."
ULW-SleepNet: An Ultra-Lightweight Network for Multimodal Sleep Stage Scoring,Zhaowen Wang; Dongdong Zhou; Qi Xu; Fengyu Cong; Mohammad Al-Sa'd; Jenni Raitoharju,2026.0,,arxiv,http://arxiv.org/abs/2602.23852v1,Individuals with sleep disorders,"ULW-SleepNet, an ultra-lightweight multimodal sleep stage scoring framework",state-of-the-art methods,Accuracy of 86.9% on Sleep-EDF-20 dataset; Accuracy of 81.4% on Sleep-EDF-78 dataset; Reduction of parameters by up to 98.6%,Evaluation study,0.9,"Automatic sleep stage scoring is crucial for the diagnosis and treatment of sleep disorders. Although deep learning models have advanced the field, many existing models are computationally demanding and designed for single-channel electroencephalography (EEG), limiting their practicality for multimodal polysomnography (PSG) data. To overcome this, we propose ULW-SleepNet, an ultra-lightweight multimodal sleep stage scoring framework that efficiently integrates information from multiple physiological signals. ULW-SleepNet incorporates a novel Dual-Stream Separable Convolution (DSSC) Block, depthwise separable convolutions, channel-wise parameter sharing, and global average pooling to reduce computational overhead while maintaining competitive accuracy. Evaluated on the Sleep-EDF-20 and Sleep-EDF-78 datasets, ULW-SleepNet achieves accuracies of 86.9% and 81.4%, respectively, with only 13.3K parameters and 7.89M FLOPs. Compared to state-of-the-art methods, our model reduces parameters by up to 98.6% with only marginal performance loss, demonstrating its strong potential for real-time sleep monitoring on wearable and IoT devices. The source code for this study is publicly available at https://github.com/wzw999/ULW-SLEEPNET."
Sleep Modulation: The Challenge of Transitioning from Open Loop to Closed Loop,Guisong Liu; Jiansong Zhang; Yinpei Luo; Guoliang Wei; Shuqing Sun; Shiyang Deng; Pengfei Wei; Nanxi Chen,2025.0,,arxiv,http://arxiv.org/abs/2512.03784v1,Individuals with sleep disorders,Non-invasive brain stimulation for sleep modulation,,Improved sleep enhancement; Individual adaptation and modulation accuracy; Integration within a closed-loop framework,Conceptual review,0.8,"Sleep disorders have emerged as a critical global health issue, highlighting the urgent need for effective and widely accessible intervention technologies. Non-invasive brain stimulation has garnered attention as it enables direct or indirect modulation of neural activity, thereby promoting sleep enhancement in a safe and unobtrusive manner. This class of approaches is collectively referred to as sleep modulation. To date, the majority of sleep modulation research relies on open-loop paradigms with empirically determined parameters, while achieving individual adaptation and modulation accuracy remains a distant objective. The paradigm-specific constraints inherent to open-loop designs represent a major obstacle to clinical translation and large-scale deployment in home environments. In this paper, we delineate fundamental paradigms of sleep modulation, critically examine the intrinsic limitations of open-loop approaches, and formally conceptualize sleep closed-loop modulation. We further provide a comprehensive synthesis of prior studies involving five commonly employed modulation techniques, evaluating their potential integration within a closed-loop framework. Finally, we identify three primary challenges in constructing an effective sleep closed-loop modulation system: sensor solution selection, monitoring model design, and modulation strategy design, while also proposing potential solutions. Collectively, this work aims to advance the paradigm shift of sleep modulation from open-loop toward closed-loop systems."
EventSleep: Sleep Activity Recognition with Event Cameras,Carlos Plou; Nerea Gallego; Alberto Sabater; Eduardo Montijano; Pablo Urcola; Luis Montesano; Ruben Martinez-Cantin; Ana C. Murillo,2024.0,,arxiv,http://arxiv.org/abs/2404.01801v1,Individuals with sleep disorders,Event cameras for sleep monitoring,,High accuracy in activity recognition under low-lighting conditions; Robustness in predictions using Bayesian approach,Dataset and methodology study,0.9,"Event cameras are a promising technology for activity recognition in dark environments due to their unique properties. However, real event camera datasets under low-lighting conditions are still scarce, which also limits the number of approaches to solve these kind of problems, hindering the potential of this technology in many applications. We present EventSleep, a new dataset and methodology to address this gap and study the suitability of event cameras for a very relevant medical application: sleep monitoring for sleep disorders analysis. The dataset contains synchronized event and infrared recordings emulating common movements that happen during the sleep, resulting in a new challenging and unique dataset for activity recognition in dark environments. Our novel pipeline is able to achieve high accuracy under these challenging conditions and incorporates a Bayesian approach (Laplace ensembles) to increase the robustness in the predictions, which is fundamental for medical applications. Our work is the first application of Bayesian neural networks for event cameras, the first use of Laplace ensembles in a realistic problem, and also demonstrates for the first time the potential of event cameras in a new application domain: to enhance current sleep evaluation procedures. Our activity recognition results highlight the potential of event cameras under dark conditions, and its capacity and robustness for sleep activity recognition, and open problems as the adaptation of event data pre-processing techniques to dark environments."
Sleep Stage Classification using Multimodal Embedding Fusion from EOG and PSM,Olivier Papillon; Rafik Goubran; James Green; Julien LariviÃ¨re-Chartier; Caitlin Higginson; Frank Knoefel; RÃ©becca Robillard,2025.0,,arxiv,http://arxiv.org/abs/2506.06912v1,aging populations with sleep disorders,multimodal embedding deep learning model (ImageBind) integrating PSM data with dual-channel EOG signals for sleep stage classification,"existing models based on single-channel EOG (DeepSleepNet), exclusively PSM data (ViViT), and other multimodal deep learning approaches (MBT)",classification accuracy; performance without fine-tuning; adaptability to specific tasks with limited labeled data,,0.9,"Accurate sleep stage classification is essential for diagnosing sleep disorders, particularly in aging populations. While traditional polysomnography (PSG) relies on electroencephalography (EEG) as the gold standard, its complexity and need for specialized equipment make home-based sleep monitoring challenging. To address this limitation, we investigate the use of electrooculography (EOG) and pressure-sensitive mats (PSM) as less obtrusive alternatives for five-stage sleep-wake classification. This study introduces a novel approach that leverages ImageBind, a multimodal embedding deep learning model, to integrate PSM data with dual-channel EOG signals for sleep stage classification. Our method is the first reported approach that fuses PSM and EOG data for sleep stage classification with ImageBind. Our results demonstrate that fine-tuning ImageBind significantly improves classification accuracy, outperforming existing models based on single-channel EOG (DeepSleepNet), exclusively PSM data (ViViT), and other multimodal deep learning approaches (MBT). Notably, the model also achieved strong performance without fine-tuning, highlighting its adaptability to specific tasks with limited labeled data, making it particularly advantageous for medical applications. We evaluated our method using 85 nights of patient recordings from a sleep clinic. Our findings suggest that pre-trained multimodal embedding models, even those originally developed for non-medical domains, can be effectively adapted for sleep staging, with accuracies approaching systems that require complex EEG data."
SleepPPG-Net: a deep learning algorithm for robust sleep staging from continuous photoplethysmography,Kevin Kotzen; Peter H. Charlton; Sharon Salabi; Lea Amar; Amir Landesberg; Joachim A. Behar,2022.0,,arxiv,http://arxiv.org/abs/2202.05735v4,"2,374 patients from two publicly available sleep databases","SleepPPG-Net, a deep learning model for 4-class sleep staging from raw PPG time series",best-reported state-of-the-art (SOTA) algorithms,median Cohen's Kappa score of 0.75 for SleepPPG-Net; Cohen's Kappa score of 0.69 for the best SOTA approach; Cohen's Kappa score of 0.74 after transfer learning,,0.9,"Introduction: Sleep staging is an essential component in the diagnosis of sleep disorders and management of sleep health. It is traditionally measured in a clinical setting and requires a labor-intensive labeling process. We hypothesize that it is possible to perform robust 4-class sleep staging using the raw photoplethysmography (PPG) time series and modern advances in deep learning (DL). Methods: We used two publicly available sleep databases that included raw PPG recordings, totalling 2,374 patients and 23,055 hours. We developed SleepPPG-Net, a DL model for 4-class sleep staging from the raw PPG time series. SleepPPG-Net was trained end-to-end and consists of a residual convolutional network for automatic feature extraction and a temporal convolutional network to capture long-range contextual information. We benchmarked the performance of SleepPPG-Net against models based on the best-reported state-of-the-art (SOTA) algorithms. Results: When benchmarked on a held-out test set, SleepPPG-Net obtained a median Cohen's Kappa ($Îº$) score of 0.75 against 0.69 for the best SOTA approach. SleepPPG-Net showed good generalization performance to an external database, obtaining a $Îº$ score of 0.74 after transfer learning. Perspective: Overall, SleepPPG-Net provides new SOTA performance. In addition, performance is high enough to open the path to the development of wearables that meet the requirements for usage in clinical applications such as the diagnosis and monitoring of obstructive sleep apnea."
Lightweight ML-Based Automatic Sleep Staging Framework with Constrained CNN and Mamba for Small-Sample EEG Datasets,Zihao Wei; Yulin Gong; Yudan Lv,2026.0,,arxiv,http://arxiv.org/abs/2607.04934v1,single-channel EEG datasets,"GamSleepNet, a lightweight and low-latency automatic sleep staging framework",,overall accuracy of 87.86 percent; significantly improving the identification accuracy of challenging sleep stages,,0.9,"Automatic sleep staging is a key technology for precise diagnosis and treatment of sleep disorders as well as long-term home sleep monitoring. Portable electroencephalogram (EEG) devices have become the focus of research due to their convenience in data collection. However, current methods still face three major challenges: large parameter sizes that easily lead to overfitting on small datasets, low accuracy in classifying difficult stages such as N1 and REM, unclear optimal training dataset size, and difficulty in deployment. This paper proposes GamSleepNet, a lightweight and low-latency automatic sleep staging framework for single-channel EEG. The framework features the FEB module, which combines improved Gabor kernels with learnable filters for feature extraction, uses the Mamba architecture to build a temporal classification network, introduces a novel contrastive loss and a two-stage training strategy, and experimentally validates the optimal dataset size for single-channel EEG sleep staging models. On the Sleepedf dataset, this model achieves an overall accuracy of 87.86 percent with only 30.86 thousand parameters, with all metrics reaching SOTA levels and significantly improving the identification accuracy of challenging sleep stages."
Using Legacy Polysomnography Data to Train a Radar System to Quantify Sleep in Older Adults and People living with Dementia,M. Yin; K. G. Ravindran; C. Hadjipanayi; A. Bannon; A. Rapeaux; C. Della Monica; T. S. Lande; Derk-Jan Dijk; T. G. Constandinou,2026.0,,arxiv,http://arxiv.org/abs/2601.04057v1,Older adults and people living with dementia (including 18 participants with prodromal or mild Alzheimer disease),Deep transfer learning framework using radar data for sleep stage classification,,Accuracy of 79.5%; Kappa value of 0.65,,0.9,"Objective: Ultra-wideband radar technology offers a promising solution for unobtrusive and cost-effective in-home sleep monitoring. However, the limited availability of radar sleep data poses challenges in building robust models that generalize across diverse cohorts and environments. This study proposes a novel deep transfer learning framework to enhance sleep stage classification using radar data. Methods: An end-to-end neural network was developed to classify sleep stages based on nocturnal respiratory and motion signals. The network was trained using a combination of large-scale polysomnography (PSG) datasets and radar data. A domain adaptation approach employing adversarial learning was utilized to bridge the knowledge gap between PSG and radar signals. Validation was performed on a radar dataset of 47 older adults (mean age: 71.2), including 18 participants with prodromal or mild Alzheimer disease. Results: The proposed network structure achieves an accuracy of 79.5% with a Kappa value of 0.65 when classifying wakefulness, rapid eye movement, light sleep and deep sleep. Experimental results confirm that our deep transfer learning approach significantly enhances automatic sleep staging performance in the target domain. Conclusion: This method effectively addresses challenges associated with data variability and limited sample size, substantially improving the reliability of automatic sleep staging models, especially in contexts where radar data is limited. Significance: The findings underscore the viability of UWB radar as a nonintrusive, forward-looking sleep assessment tool that could significantly benefit care for older people and people with neurodegenerative disorders."
Estimating Respiratory Effort from Nocturnal Breathing Sounds for Obstructive Sleep Apnoea Screening,Xiaolei Xu; Chaoyue Niu; Guy J. Brown; Hector Romero; Ning Ma,2025.0,,arxiv,http://arxiv.org/abs/2509.14944v2,103 participants with obstructive sleep apnoea (OSA),latent-space fusion framework that integrates estimated effort embeddings with acoustic features for OSA detection,audio-only baselines,concordance correlation coefficient of 0.48; improved sensitivity; improved AUC,,0.9,"Obstructive sleep apnoea (OSA) is a prevalent condition with significant health consequences, yet many patients remain undiagnosed due to the complexity and cost of over-night polysomnography. Acoustic-based screening provides a scalable alternative, yet performance is limited by environmental noise and the lack of physiological context. Respiratory effort is a key signal used in clinical scoring of OSA events, but current approaches require additional contact sensors that reduce scalability and patient comfort. This paper presents the first study to estimate respiratory effort directly from nocturnal audio, enabling physiological context to be recovered from sound alone. We propose a latent-space fusion framework that integrates the estimated effort embeddings with acoustic features for OSA detection. Using a dataset of 157 nights from 103 participants recorded in home environments, our respiratory effort estimator achieves a concordance correlation coefficient of 0.48, capturing meaningful respiratory dynamics. Fusing effort and audio improves sensitivity and AUC over audio-only baselines, especially at low apnoea-hypopnoea index thresholds. The proposed approach requires only smartphone audio at test time, which enables sensor-free, scalable, and longitudinal OSA monitoring."
Dynamic gNodeB Sleep Control for Energy-Conserving 5G Radio Access Network,Pengfei Shen; Yulin Shao; Qi Cao; Lu Lu,2022.0,,arxiv,http://arxiv.org/abs/2207.06309v1,gNodeBs in 5G radio access networks,dynamic on-off switching paradigm for gNodeB sleep control,,reduced energy expenditure; close-to-optimal performance; computational efficiency,Simulation study,0.9,"5G radio access network (RAN) is consuming much more energy than legacy RAN due to the denser deployments of gNodeBs (gNBs) and higher single-gNB power consumption. In an effort to achieve an energy-conserving RAN, this paper develops a dynamic on-off switching paradigm, where the ON/OFF states of gNBs can be dynamically configured according to the evolvements of the associated users. We formulate the dynamic sleep control for a cluster of gNBs as a Markov decision process (MDP) and analyze various switching policies to reduce the energy expenditure. The optimal policy of the MDP that minimizes the energy expenditure can be derived from dynamic programming, but the computation is expensive. To circumvent this issue, this paper puts forth a greedy policy and an index policy for gNB sleep control. When there is no constraint on the number of gNBs that can be turned off, we prove the dual-threshold structure of the greedy policy and analyze its connections with the optimal policy. Inspired by the dual-threshold structure and Whittle index, we develop an index policy by decoupling the original MDP into multiple one-dimensional MDPs -- the indexability of the decoupled MDP is proven and an algorithm to compute the index is proposed. Extensive simulation results verify that the index policy exhibits close-to-optimal performance in terms of the energy expenditure of the gNB cluster. As far as the computational complexity is concerned, on the other hand, the index policy is much more efficient than the optimal policy, which is computationally prohibitive when the number of gNBs is large."
Sleep-time Compute: Beyond Inference Scaling at Test-time,Kevin Lin; Charlie Snell; Yu Wang; Charles Packer; Sarah Wooders; Ion Stoica; Joseph E. Gonzalez,2025.0,,arxiv,http://arxiv.org/abs/2504.13171v1,Large language models (LLMs),Sleep-time compute,,Reduce test-time compute by ~ 5x on Stateful GSM-Symbolic and Stateful AIME; Increase accuracy by up to 13% on Stateful GSM-Symbolic; Increase accuracy by up to 18% on Stateful AIME; Decrease average cost per query by 2.5x using Multi-Query GSM-Symbolic,Case study,0.9,"Scaling test-time compute has emerged as a key ingredient for enabling large language models (LLMs) to solve difficult problems, but comes with high latency and inference cost. We introduce sleep-time compute, which allows models to ""think"" offline about contexts before queries are presented: by anticipating what queries users might ask and pre-computing useful quantities, we can significantly reduce the compute requirements at test-time. To demonstrate the efficacy of our method, we create modified versions of two reasoning tasks - Stateful GSM-Symbolic and Stateful AIME. We find that sleep-time compute can reduce the amount of test-time compute needed to achieve the same accuracy by ~ 5x on Stateful GSM-Symbolic and Stateful AIME and that by scaling sleep-time compute we can further increase accuracy by up to 13% on Stateful GSM-Symbolic and 18% on Stateful AIME. Furthermore, we introduce Multi-Query GSM-Symbolic, which extends GSM-Symbolic by including multiple related queries per context. By amortizing sleep-time compute across related queries about the same context using Multi-Query GSM-Symbolic, we can decrease the average cost per query by 2.5x. We then conduct additional analysis to understand when sleep-time compute is most effective, finding the predictability of the user query to be well correlated with the efficacy of sleep-time compute. Finally, we conduct a case-study of applying sleep-time compute to a realistic agentic SWE task."
Voice-Based Conversational Agents for self-reporting fluid consumption and sleep quality,Abdalsalam Almzayyen; Angel Vela de la Garza Evia; Nick Coronato; Mehdi Boukhechba,2022.0,,arxiv,http://arxiv.org/abs/2202.02186v1,patients with specific fluid consumption requirements or sleep disorders,voice-based conversational agents (VCAs) for self-assessment health surveys,,satisfaction with ease of use; likeability; burden level,,0.8,"Intelligent conversational agents and virtual assistants, such as chatbots and voice assistants, have the potential of augmenting health service capacity to screen symptoms and deliver healthcare interventions. In this paper, we developed voice-based conversational agents (VCAs) in the Google Actions Console to deliver periodic self-assessment health surveys. The focus of this paper is to accommodate self-monitoring for patients with specific fluid consumption requirements or sleep disorders. Our VCAs, named FluidMonitor and Sleepy, have been tested to integrate naturally into a patient's daily lifestyle for the purpose of providing useful interventions. We show the functionality of our Google Actions and discuss the considerations for using VCAs as an at-home self-reporting survey technique. User testing showed satisfaction with the ease of use, likeability, and burden level of the VCAs."
Longitudinal wearable monitoring and polygenic risk for incident major depressive disorder in the All of Us Research Program,Yuezhou Zhang; Amos A. Folarin; Rongrong Zhong; Hyunju Kim; Shaoxiong Sun; Callum Stewart; Richard JB Dobson,2026.0,,arxiv,http://arxiv.org/abs/2608.06063v1,"3,030 adults of genetically inferred European ancestry",longitudinal wearable monitoring (Fitbit data),,"higher risk of EHR-recorded incident MDD associated with higher MDD PRS, lower daily steps, lower light and vigorous physical activity, lower sleep efficiency, greater sleep duration variability; C-index increased from 0.637 to 0.705 after integrating MDD PRS and wearable features",Cohort study,0.9,"Major depressive disorder (MDD) risk reflects both stable inherited liability and dynamic behavioral patterns, yet these dimensions are rarely examined together using long-term objective data in real-world settings. Here, we integrated genomic, electronic health record (EHR), and longitudinal Fitbit wearable data from 3,030 adults of genetically inferred European ancestry in the All of Us Research Program, 284 of whom developed EHR-recorded incident MDD after a 180-day baseline period. Time-varying Cox models examined associations of MDD polygenic risk scores (PRS), monthly wearable-derived physical activity and sleep features, and interactions between wearable features and MDD PRS with incident MDD. Higher MDD PRS, lower daily steps, lower light and vigorous physical activity, lower sleep efficiency, and greater sleep duration variability were associated with higher risk of EHR-recorded incident MDD. The associations of sedentary time and sleep duration variability with incident MDD differed across MDD PRS levels, with stronger risk associations among participants with higher MDD PRS. PRS-stratified hazard ratio curves further indicated that comparable estimated risk corresponded to more favorable behavioral levels (such as higher daily step counts and more stable sleep) among participants with higher MDD PRS than among those with lower MDD PRS. Sequentially integrating MDD PRS, baseline wearable features, monthly wearable features, and selected interactions between wearable features and MDD PRS increased model discrimination, with the C-index increasing from 0.637 to 0.705. These findings support the complementary value of inherited liability and longitudinal real-world behavioral monitoring for incident MDD risk characterization and may inform future work on genetically informed digital phenotyping for personalized risk monitoring and prevention."
Sleep Model -- A Sequence Model for Predicting the Next Sleep Stage,Iksoo Choi; Wonyong Sung,2023.0,,arxiv,http://arxiv.org/abs/2302.12709v1,Individuals with sleep disorders,Sleep model using statistical n-gram or deep neural network-based models for predicting sleep stages,,Improvement in sleep-stage classification accuracy; Performance evaluation of n-gram and LSTM RNN-based models,,0.8,"As sleep disorders are becoming more prevalent there is an urgent need to classify sleep stages in a less disturbing way.In particular, sleep-stage classification using simple sensors, such as single-channel electroencephalography (EEG), electrooculography (EOG), electromyography (EMG), or electrocardiography (ECG) has gained substantial interest. In this study, we proposed a sleep model that predicts the next sleep stage and used it to improve sleep classification accuracy. The sleep models were built using sleep-sequence data and employed either statistical $n$-gram or deep neural network-based models. We developed beam-search decoding to combine the information from the sensor and the sleep models. Furthermore, we evaluated the performance of the $n$-gram and long short-term memory (LSTM) recurrent neural network (RNN)-based sleep models and demonstrated the improvement of sleep-stage classification using an EOG sensor. The developed sleep models significantly improved the accuracy of sleep-stage classification, particularly in the absence of an EEG sensor."
From sleep medicine to medicine during sleep: A clinical perspective,Nitai Bar; Jonathan A. Sobel; Thomas Penzel; Yosi Shamay; Joachim A. Behar,2021.0,,arxiv,http://arxiv.org/abs/2102.05452v1,,"Utilization of sleep for diagnosis, management, and therapy of non-sleep-specific pathologies",,Diagnosis of pathologies; Monitoring of pathologies; Treatment of pathologies,Perspective,0.7,"Sleep has a profound influence on the physiology of body systems and biological processes. Molecular studies have shown circadian-regulated shifts in protein expression patterns across human tissues, further emphasizing the unique functional, behavioral and pharmacokinetic landscape of sleep. Thus, many pathological processes are also expected to exhibit sleep-specific manifestations. Nevertheless, sleep is seldom utilized for the study, detection and treatment of non-sleep-specific pathologies. Modern advances in biosensor technologies have enabled remote, non-invasive recording of a growing number of physiologic parameters and biomarkers. Sleep is an ideal time frame for the collection of long and clean physiological time series data which can then be analyzed using data-driven algorithms such as deep learning. In this perspective paper, we aim to highlight the potential of sleep as an auspicious time for diagnosis, management and therapy of nonsleep-specific pathologies. We introduce key clinical studies in selected medical fields, which leveraged novel technologies and the advantageous period of sleep to diagnose, monitor and treat pathologies. We then discuss possible opportunities to further harness this new paradigm and modern technologies to explore human health and disease during sleep and to advance the development of novel clinical applications: From sleep medicine to medicine during sleep."
Domain Invariant Representation Learning and Sleep Dynamics Modeling for Automatic Sleep Staging,Seungyeon Lee; Thai-Hoang Pham; Zhao Cheng; Ping Zhang,2023.0,,arxiv,http://arxiv.org/abs/2312.03196v3,subjects with diverse physiological signals related to sleep,"neural network based sleep staging model, DREAM",,superiority of DREAM in sleep stage prediction; generalized decision function for new subjects; prediction uncertainty,empirical study,0.9,"Sleep staging has become a critical task in diagnosing and treating sleep disorders to prevent sleep related diseases. With growing large scale sleep databases, significant progress has been made toward automatic sleep staging. However, previous studies face critical problems in sleep studies; the heterogeneity of subjects' physiological signals, the inability to extract meaningful information from unlabeled data to improve predictive performances, the difficulty in modeling correlations between sleep stages, and the lack of an effective mechanism to quantify predictive uncertainty. In this study, we propose a neural network based sleep staging model, DREAM, to learn domain generalized representations from physiological signals and models sleep dynamics. DREAM learns sleep related and subject invariant representations from diverse subjects' sleep signals and models sleep dynamics by capturing interactions between sequential signal segments and between sleep stages. We conducted a comprehensive empirical study to demonstrate the superiority of DREAM, including sleep stage prediction experiments, a case study, the usage of unlabeled data, and uncertainty. Notably, the case study validates DREAM's ability to learn generalized decision function for new subjects, especially in case there are differences between testing and training subjects. Uncertainty quantification shows that DREAM provides prediction uncertainty, making the model reliable and helping sleep experts in real world applications."
Contactless Oxygen Monitoring with Gated Transformer,Hao He; Yuan Yuan; Ying-Cong Chen; Peng Cao; Dina Katabi,2022.0,,arxiv,http://arxiv.org/abs/2212.03357v1,Patients at home requiring blood oxygen monitoring,Contactless monitoring of blood oxygen using radio signals and a neural network model (Gated BERT-UNet),,High accuracy in blood oxygen estimates; Adaptation to patient's medical indices,,0.8,"With the increasing popularity of telehealth, it becomes critical to ensure that basic physiological signals can be monitored accurately at home, with minimal patient overhead. In this paper, we propose a contactless approach for monitoring patients' blood oxygen at home, simply by analyzing the radio signals in the room, without any wearable devices. We extract the patients' respiration from the radio signals that bounce off their bodies and devise a novel neural network that infers a patient's oxygen estimates from their breathing signal. Our model, called \emph{Gated BERT-UNet}, is designed to adapt to the patient's medical indices (e.g., gender, sleep stages). It has multiple predictive heads and selects the most suitable head via a gate controlled by the person's physiological indices. Extensive empirical results show that our model achieves high accuracy on both medical and radio datasets."
